acteurRef,mandatRef,parDelegation,position,organe,date,scrutin,groupe_majorite,nom,prenom,civ,libelleAbrev
PA719608,PM796593,False,pour,PO793087,2023-06-21,VTANR5L16V1940,pour,Ménard,Emmanuelle,Mme,NI
PA330008,PM796158,False,pour,PO800508,2023-03-06,VTANR5L16V1121,abstention,Breton,Xavier,M.,LR
PA719318,PM796470,False,pour,PO800508,2023-03-06,VTANR5L16V1121,abstention,Anthoine,Emmanuelle,Mme,LR
PA720386,PM796908,False,pour,PO800508,2023-03-06,VTANR5L16V1121,abstention,Di Filippo,Fabien,M.,LR
PA721486,PM797517,False,pour,PO800532,2023-03-06,VTANR5L16V1121,pour,Naegelen,Christophe,M.,LIOT
PA1008,PM796623,False,pour,PO830170,2024-05-21,VTANR5L16V3862,contre,David,Alain,M.,SOC-A
PA718838,PM796197,False,pour,PO800508,2022-12-12,VTANR5L16V754,pour,Brun,Fabrice,M.,LR
PA330909,PM796314,False,pour,PO800508,2022-12-12,VTANR5L16V754,pour,Descoeur,Vincent,M.,LR
PA266793,PM796317,False,pour,PO800508,2022-12-12,VTANR5L16V754,pour,Bony,Jean-Yves,M.,LR
PA721442,PM797253,False,pour,PO800508,2022-12-12,VTANR5L16V754,pour,Petex,Christelle,Mme,LR
PA335999,PM797655,False,pour,PO800526,2022-12-12,VTANR5L16V754,contre,Batho,Delphine,Mme,ECOLO
PA719608,PM796593,False,pour,PO793087,2022-12-12,VTANR5L16V754,pour,Ménard,Emmanuelle,Mme,NI
PA795244,PM797379,False,pour,PO800532,2023-06-27,VTANR5L16V2071,contre,Lenormand,Stéphane,M.,LIOT
PA794702,PM797070,False,pour,PO800484,2023-05-25,VTANR5L16V1634,contre,Lingemann,Delphine,Mme,DEM
PA719608,PM796593,False,pour,PO793087,2022-10-27,VTANR5L16V406,pour,Ménard,Emmanuelle,Mme,NI
PA642847,PM796872,False,pour,PO800508,2023-07-19,VTANR5L16V2400,contre,Bazin,Thibault,M.,LR
PA642847,PM796872,False,pour,PO800508,2023-07-19,VTANR5L16V2412,contre,Bazin,Thibault,M.,LR
PA719608,PM796593,False,pour,PO793087,2023-07-19,VTANR5L16V2412,pour,Ménard,Emmanuelle,Mme,NI
PA719798,PM796638,False,pour,PO800538,2023-11-14,VTANR5L16V2971,contre,Labaronne,Daniel,M.,RE
PA774954,PM796797,False,pour,PO800508,2023-11-14,VTANR5L16V2971,contre,Blin,Anne-Laure,Mme,LR
PA719202,PM796374,False,pour,PO800538,2023-07-10,VTANR5L16V2199,contre,Paris,Didier,M.,RE
PA722070,PM797406,False,pour,PO800538,2023-07-10,VTANR5L16V2199,contre,Henriet,Pierre,M.,RE
PA642695,PM796389,True,pour,PO800538,2023-07-10,VTANR5L16V2199,contre,Bothorel,Éric,M.,RE
PA267429,PM796722,False,pour,PO800508,2023-07-10,VTANR5L16V2199,pour,Cinieri,Dino,M.,LR
PA721816,PM797571,False,pour,PO800508,2023-07-10,VTANR5L16V2199,pour,Boucard,Ian,M.,LR
PA793342,PM796269,False,pour,PO800508,2023-07-10,VTANR5L16V2199,pour,Martin (Alpes-Maritimes),Alexandra,Mme,LR
PA721828,PM802651,False,pour,PO800538,2022-10-14,VTANR5L16V299,contre,Berete,Fanta,Mme,RE
PA942,PM796836,False,pour,PO800532,2022-10-14,VTANR5L16V299,pour,de Courson,Charles,M.,LIOT
PA719608,PM796593,False,pour,PO793087,2022-10-14,VTANR5L16V299,pour,Ménard,Emmanuelle,Mme,NI
PA794206,PM796779,False,pour,PO800538,2022-07-20,VTANR5L16V46,contre,Marion,Christophe,M.,RE
PA795926,PM797757,False,pour,PO800538,2022-07-20,VTANR5L16V46,contre,Pellerin,Emmanuel,M.,RE
PA796010,PM797802,False,pour,PO800502,2022-07-20,VTANR5L16V46,contre,Maillot,Frédéric,M.,GDR-NUPES
PA719608,PM796593,False,pour,PO793087,2022-07-20,VTANR5L16V46,contre,Ménard,Emmanuelle,Mme,NI
PA719318,PM796470,False,pour,PO800508,2023-12-06,VTANR5L16V3153,abstention,Anthoine,Emmanuelle,Mme,LR
PA720630,PM797094,False,pour,PO800508,2023-12-06,VTANR5L16V3153,abstention,Minot,Maxime,M.,LR
PA346054,PM797679,False,pour,PO800508,2023-12-06,VTANR5L16V3153,abstention,Maquet,Emmanuel,M.,LR
PA719968,PM832556,False,pour,PO800508,2023-12-06,VTANR5L16V3153,abstention,Bonnet,Sylvie,Mme,LR
PA330008,PM796158,False,pour,PO800508,2023-03-22,VTANR5L16V1267,pour,Breton,Xavier,M.,LR
PA607619,PM796890,False,pour,PO800532,2023-03-22,VTANR5L16V1267,pour,Molac,Paul,M.,LIOT
PA719146,PM796359,False,pour,PO800532,2023-03-22,VTANR5L16V1267,pour,Acquaviva,Jean-Félix,M.,LIOT
PA309643,PM797403,False,pour,PO793087,2024-06-03,VTANR5L16V4021,pour,Besse,Véronique,Mme,NI
PA1206,PM797637,False,pour,PO793087,2024-06-03,VTANR5L16V4021,pour,Dupont-Aignan,Nicolas,M.,NI
PA267901,PM797841,False,pour,PO800508,2022-10-28,VTANR5L16V473,pour,Kamardine,Mansour,M.,LR
PA718850,PM796203,False,pour,PO800508,2023-06-27,VTANR5L16V2061,pour,Cordier,Pierre,M.,LR
PA721816,PM797571,False,pour,PO800508,2023-06-27,VTANR5L16V2061,pour,Boucard,Ian,M.,LR
PA643134,PM796758,False,pour,PO800508,2023-06-27,VTANR5L16V2061,pour,Valentin,Isabelle,Mme,LR
PA720630,PM797094,False,pour,PO800508,2023-06-27,VTANR5L16V2061,pour,Minot,Maxime,M.,LR
PA722390,PM797214,False,pour,PO800508,2023-06-27,VTANR5L16V2061,pour,Corneloup,Josiane,Mme,LR
PA719632,PM796572,False,pour,PO800538,2023-05-04,VTANR5L16V1463,contre,Panonacle,Sophie,Mme,RE
PA719608,PM796593,False,pour,PO793087,2023-05-04,VTANR5L16V1463,pour,Ménard,Emmanuelle,Mme,NI
PA793416,PM802635,False,pour,PO800538,2024-01-22,VTANR5L16V3237,contre,Sertin,Freddy,M.,RE
PA720696,PM796989,False,pour,PO800532,2023-07-13,VTANR5L16V2287,pour,Descamps,Béatrice,Mme,LIOT
PA721486,PM797517,False,pour,PO800532,2023-07-13,VTANR5L16V2287,pour,Naegelen,Christophe,M.,LIOT
PA795244,PM797379,True,pour,PO800532,2023-07-13,VTANR5L16V2287,pour,Lenormand,Stéphane,M.,LIOT
PA642847,PM796872,False,pour,PO800508,2023-07-19,VTANR5L16V2394,contre,Bazin,Thibault,M.,LR
PA942,PM796836,False,pour,PO800532,2023-11-06,VTANR5L16V2896,pour,de Courson,Charles,M.,LIOT
PA719286,PM796353,False,pour,PO800532,2023-11-06,VTANR5L16V2896,pour,Colombani,Paul-André,M.,LIOT
PA720960,PM797643,False,pour,PO800532,2023-11-06,VTANR5L16V2896,pour,Serva,Olivier,M.,LIOT
PA719608,PM796593,False,pour,PO793087,2023-06-29,VTANR5L16V2110,pour,Ménard,Emmanuelle,Mme,NI
PA721632,PM802647,False,pour,PO800538,2023-05-16,VTANR5L16V1537,contre,Lemoine,Patricia,Mme,RE
PA330008,PM796158,False,pour,PO800508,2023-05-16,VTANR5L16V1537,contre,Breton,Xavier,M.,LR
PA346782,PM797691,False,pour,PO800508,2022-10-14,VTANR5L16V317,pour,Juvin,Philippe,M.,LR
PA719608,PM796593,False,pour,PO793087,2022-10-14,VTANR5L16V317,pour,Ménard,Emmanuelle,Mme,NI
PA722102,PM797850,False,pour,PO800538,2023-03-07,VTANR5L16V1138,contre,Vidal,Annie,Mme,RE
PA330008,PM796158,False,pour,PO800508,2023-03-07,VTANR5L16V1138,pour,Breton,Xavier,M.,LR
PA608016,PM797100,False,pour,PO800508,2023-03-07,VTANR5L16V1138,pour,Louwagie,Véronique,Mme,LR
PA718884,PM796218,False,pour,PO800508,2023-03-07,VTANR5L16V1138,pour,Bazin-Malgras,Valérie,Mme,LR
PA642847,PM796872,False,pour,PO800508,2023-03-07,VTANR5L16V1138,pour,Bazin,Thibault,M.,LR
PA794038,PM796668,False,pour,PO800508,2023-03-07,VTANR5L16V1138,pour,Neuder,Yannick,M.,LR
PA794178,PM796755,False,pour,PO800508,2023-03-07,VTANR5L16V1138,pour,Taite,Jean-Pierre,M.,LR
PA794410,PM796911,False,pour,PO800508,2023-03-07,VTANR5L16V1138,pour,Seitlinger,Vincent,M.,LR
PA330909,PM796314,False,pour,PO800508,2023-03-07,VTANR5L16V1138,pour,Descoeur,Vincent,M.,LR
PA342240,PM796707,False,pour,PO800508,2023-03-07,VTANR5L16V1138,pour,Bourgeaux,Jean-Luc,M.,LR
PA719608,PM796593,False,pour,PO793087,2023-03-07,VTANR5L16V1138,pour,Ménard,Emmanuelle,Mme,NI
PA718784,PM796266,False,pour,PO800508,2023-07-06,VTANR5L16V2166,abstention,Pauget,Éric,M.,LR
PA719608,PM796593,False,pour,PO793087,2023-07-06,VTANR5L16V2166,pour,Ménard,Emmanuelle,Mme,NI
PA605991,PM796428,False,pour,PO800508,2024-05-16,VTANR5L16V3732,contre,Genevard,Annie,Mme,LR
PA342415,PM796659,False,pour,PO800496,2023-11-23,VTANR5L16V3031,pour,Battistel,Marie-Noëlle,Mme,SOC
PA793624,PM796440,False,pour,PO800496,2023-11-23,VTANR5L16V3031,pour,Brun,Philippe,M.,SOC
PA794270,PM796821,False,pour,PO800496,2023-11-23,VTANR5L16V3031,pour,Pic,Anna,Mme,SOC
PA794854,PM797163,False,pour,PO800496,2023-11-23,VTANR5L16V3031,pour,Echaniz,Inaki,M.,SOC
PA795762,PM797670,False,pour,PO800496,2023-11-23,VTANR5L16V3031,pour,Califer,Elie,M.,SOC
PA342196,PM796695,False,pour,PO800496,2023-11-23,VTANR5L16V3031,pour,Rouaux,Claudia,Mme,SOC
PA721816,PM797571,False,pour,PO800508,2023-03-06,VTANR5L16V1125,pour,Boucard,Ian,M.,LR
PA720630,PM797094,False,pour,PO800508,2023-03-06,VTANR5L16V1125,pour,Minot,Maxime,M.,LR
PA794038,PM796668,False,pour,PO800508,2023-03-06,VTANR5L16V1125,pour,Neuder,Yannick,M.,LR
PA721486,PM797517,False,pour,PO800532,2023-03-06,VTANR5L16V1125,pour,Naegelen,Christophe,M.,LIOT
PA643134,PM796758,False,pour,PO800508,2023-07-18,VTANR5L16V2360,contre,Valentin,Isabelle,Mme,LR
PA719608,PM796593,False,pour,PO793087,2023-07-18,VTANR5L16V2360,pour,Ménard,Emmanuelle,Mme,NI
PA719608,PM796593,False,pour,PO793087,2023-06-29,VTANR5L16V2107,pour,Ménard,Emmanuelle,Mme,NI
PA719202,PM796374,False,pour,PO800538,2023-07-10,VTANR5L16V2211,contre,Paris,Didier,M.,RE
PA642695,PM796389,True,pour,PO800538,2023-07-10,VTANR5L16V2211,contre,Bothorel,Éric,M.,RE
PA267429,PM796722,False,pour,PO800508,2023-07-10,VTANR5L16V2211,pour,Cinieri,Dino,M.,LR
PA721816,PM797571,False,pour,PO800508,2023-07-10,VTANR5L16V2211,pour,Boucard,Ian,M.,LR
PA793342,PM796269,False,pour,PO800508,2023-07-10,VTANR5L16V2211,pour,Martin (Alpes-Maritimes),Alexandra,Mme,LR
PA719608,PM796593,False,pour,PO793087,2023-07-20,VTANR5L16V2415,pour,Ménard,Emmanuelle,Mme,NI
PA719608,PM796593,False,pour,PO793087,2023-04-06,VTANR5L16V1363,pour,Ménard,Emmanuelle,Mme,NI
PA719608,PM796593,False,pour,PO793087,2023-07-18,VTANR5L16V2362,pour,Ménard,Emmanuelle,Mme,NI
PA721816,PM797571,False,pour,PO800508,2023-07-19,VTANR5L16V2397,pour,Boucard,Ian,M.,LR
PA642847,PM796872,False,pour,PO800508,2023-07-19,VTANR5L16V2397,pour,Bazin,Thibault,M.,LR
PA721314,PM797151,False,pour,PO800508,2023-07-19,VTANR5L16V2397,pour,Schellenberger,Raphaël,M.,LR
PA342240,PM796707,False,pour,PO800508,2023-07-19,VTANR5L16V2397,pour,Bourgeaux,Jean-Luc,M.,LR
PA719608,PM796593,False,pour,PO793087,2023-07-19,VTANR5L16V2397,pour,Ménard,Emmanuelle,Mme,NI
PA719146,PM796359,False,pour,PO800532,2023-07-12,VTANR5L16V2264,contre,Acquaviva,Jean-Félix,M.,LIOT
PA719608,PM796593,False,pour,PO793087,2024-01-29,VTANR5L16V3270,pour,Ménard,Emmanuelle,Mme,NI
PA719608,PM796593,False,pour,PO793087,2023-07-06,VTANR5L16V2169,pour,Ménard,Emmanuelle,Mme,NI
PA309643,PM797403,False,pour,PO793087,2023-12-06,VTANR5L16V3146,pour,Besse,Véronique,Mme,NI
PA2960,PM797001,True,pour,PO800538,2023-11-20,VTANR5L16V2996,pour,Woerth,Éric,M.,RE
PA719108,PM796410,True,pour,PO800538,2023-11-20,VTANR5L16V2996,pour,Gérard,Raphaël,M.,RE
PA719550,PM796551,True,pour,PO800538,2023-11-20,VTANR5L16V2996,pour,Tanguy,Liliana,Mme,RE
PA719756,PM796701,False,pour,PO800538,2023-11-20,VTANR5L16V2996,pour,Le Nabour,Christine,Mme,RE
PA719890,PM796680,False,pour,PO800538,2023-11-20,VTANR5L16V2996,pour,Brulebois,Danielle,Mme,RE
PA720446,PM797031,False,pour,PO800538,2023-11-20,VTANR5L16V2996,pour,Liso,Brigitte,Mme,RE
PA720480,PM796944,False,pour,PO800538,2023-11-20,VTANR5L16V2996,pour,Parmentier-Lecocq,Charlotte,Mme,RE
PA721024,PM797592,True,pour,PO800538,2023-11-20,VTANR5L16V2996,pour,Genetet,Anne,Mme,RE
PA721328,PM797250,False,pour,PO800538,2023-11-20,VTANR5L16V2996,pour,Brugnera,Anne,Mme,RE
PA721710,PM797505,False,pour,PO800538,2023-11-20,VTANR5L16V2996,pour,Peyron,Michèle,Mme,RE
PA722102,PM797850,False,pour,PO800538,2023-11-20,VTANR5L16V2996,pour,Vidal,Annie,Mme,RE
PA793876,PM796584,False,pour,PO800538,2023-11-20,VTANR5L16V2996,pour,Cristol,Laurence,Mme,RE
PA794510,PM796965,False,pour,PO800538,2023-11-20,VTANR5L16V2996,pour,Decodts,Christine,Mme,RE
PA794658,PM797043,False,pour,PO800538,2023-11-20,VTANR5L16V2996,pour,Fait,Philippe,M.,RE
PA721482,PM797514,False,pour,PO800538,2023-11-20,VTANR5L16V2996,pour,Valence,David,M.,RE
PA795884,PM797733,False,pour,PO800538,2023-11-20,VTANR5L16V2996,pour,Ferracci,Marc,M.,RE
PA795926,PM797757,False,pour,PO800538,2023-11-20,VTANR5L16V2996,pour,Pellerin,Emmanuel,M.,RE
PA721170,PM797463,False,pour,PO800538,2023-11-20,VTANR5L16V2996,pour,Vojetta,Stéphane,M.,RE
PA793416,PM802635,False,pour,PO800538,2023-11-20,VTANR5L16V2996,pour,Sertin,Freddy,M.,RE
PA721828,PM802651,False,pour,PO800538,2023-11-20,VTANR5L16V2996,pour,Berete,Fanta,Mme,RE
PA795688,PM826706,False,pour,PO800538,2023-11-20,VTANR5L16V2996,pour,Emmanuel,Philippe,M.,RE
PA643048,PM826708,False,pour,PO800538,2023-11-20,VTANR5L16V2996,pour,Lanlo,Virginie,Mme,RE
PA794138,PM796734,False,pour,PO800490,2023-11-20,VTANR5L16V2996,pour,Amiot,Ségolène,Mme,LFI-NUPES
PA794458,PM796941,False,pour,PO800490,2023-11-20,VTANR5L16V2996,pour,Etienne,Martine,Mme,LFI-NUPES
PA794870,PM797172,False,pour,PO800490,2023-11-20,VTANR5L16V2996,pour,Ferrer,Sylvie,Mme,LFI-NUPES
PA795588,PM797577,False,pour,PO800490,2023-11-20,VTANR5L16V2996,pour,Amrani,Farida,Mme,LFI-NUPES
PA795844,PM797709,False,pour,PO800490,2023-11-20,VTANR5L16V2996,pour,Erodi,Karen,Mme,LFI-NUPES
PA332523,PM796683,False,pour,PO800508,2023-11-20,VTANR5L16V2996,pour,Dalloz,Marie-Christine,Mme,LR
PA608416,PM797133,False,pour,PO800508,2023-11-20,VTANR5L16V2996,pour,Hetzel,Patrick,M.,LR
PA643134,PM796758,False,pour,PO800508,2023-11-20,VTANR5L16V2996,pour,Valentin,Isabelle,Mme,LR
PA642847,PM796872,False,pour,PO800508,2023-11-20,VTANR5L16V2996,pour,Bazin,Thibault,M.,LR
PA720630,PM797094,False,pour,PO800508,2023-11-20,VTANR5L16V2996,pour,Minot,Maxime,M.,LR
PA721442,PM797253,True,pour,PO800508,2023-11-20,VTANR5L16V2996,pour,Petex,Christelle,Mme,LR
PA719822,PM796647,False,pour,PO800484,2023-11-20,VTANR5L16V2996,pour,Thillaye,Sabine,Mme,DEM
PA719914,PM826860,False,pour,PO800484,2023-11-20,VTANR5L16V2996,pour,Darrieussecq,Geneviève,Mme,DEM
PA720334,PM796884,False,pour,PO800484,2023-11-20,VTANR5L16V2996,pour,Pahun,Jimmy,M.,DEM
PA720560,PM797016,False,pour,PO800484,2023-11-20,VTANR5L16V2996,pour,Goulet,Perrine,Mme,DEM
PA722162,PM797475,False,pour,PO800484,2023-11-20,VTANR5L16V2996,pour,Turquois,Nicolas,M.,DEM
PA722374,PM797196,True,pour,PO800484,2023-11-20,VTANR5L16V2996,pour,Isaac-Sibille,Cyrille,M.,DEM
PA805166,PM805854,False,pour,PO800484,2023-11-20,VTANR5L16V2996,pour,Bergantz,Anne,Mme,DEM
PA793644,PM826702,False,pour,PO800484,2023-11-20,VTANR5L16V2996,pour,Leclercq,Laurent,M.,DEM
PA608172,PM797064,False,pour,PO800496,2023-11-20,VTANR5L16V2996,pour,Pires Beaune,Christine,Mme,SOC
PA1008,PM796623,False,pour,PO800496,2023-11-20,VTANR5L16V2996,pour,David,Alain,M.,SOC
PA795762,PM797670,False,pour,PO800496,2023-11-20,VTANR5L16V2996,pour,Califer,Elie,M.,SOC
PA1567,PM797631,False,pour,PO800496,2023-11-20,VTANR5L16V2996,pour,Guedj,Jérôme,M.,SOC
PA794234,PM796791,False,pour,PO800514,2023-11-20,VTANR5L16V2996,pour,Gernigon,François,M.,HOR
PA793708,PM796488,False,pour,PO800526,2023-11-20,VTANR5L16V2996,pour,Peytavie,Sébastien,M.,ECOLO
PA794146,PM796737,False,pour,PO800526,2023-11-20,VTANR5L16V2996,pour,Laernoes,Julie,Mme,ECOLO
PA793174,PM796188,False,pour,PO800502,2023-11-20,VTANR5L16V2996,pour,Monnet,Yannick,M.,GDR-NUPES
PA335612,PM797391,False,pour,PO800502,2023-11-20,VTANR5L16V2996,pour,Lecoq,Jean-Paul,M.,GDR-NUPES
PA793210,PM796212,False,pour,PO800532,2023-11-20,VTANR5L16V2996,pour,Panifous,Laurent,M.,LIOT
PA795926,PM797757,False,pour,PO800538,2024-06-07,VTANR5L16V4096,contre,Pellerin,Emmanuel,M.,RE
PA608826,PM797256,True,pour,PO800508,2024-06-07,VTANR5L16V4096,pour,Duby-Muller,Virginie,Mme,LR
PA608416,PM797133,False,pour,PO800508,2024-06-07,VTANR5L16V4096,pour,Hetzel,Patrick,M.,LR
PA642847,PM796872,False,pour,PO800508,2024-06-07,VTANR5L16V4096,pour,Bazin,Thibault,M.,LR
PA722390,PM797214,True,pour,PO800508,2024-06-07,VTANR5L16V4096,pour,Corneloup,Josiane,Mme,LR
PA794058,PM796686,True,pour,PO800508,2024-06-07,VTANR5L16V4096,pour,Gruet,Justine,Mme,LR
PA346782,PM797691,False,pour,PO800508,2024-06-07,VTANR5L16V4096,pour,Juvin,Philippe,M.,LR
PA722308,PM797229,False,pour,PO800508,2024-06-07,VTANR5L16V4096,pour,Serre,Nathalie,Mme,LR
PA719608,PM796593,False,pour,PO793087,2024-06-07,VTANR5L16V4096,pour,Ménard,Emmanuelle,Mme,NI
PA719608,PM796593,False,pour,PO793087,2022-10-13,VTANR5L16V291,pour,Ménard,Emmanuelle,Mme,NI
PA719608,PM796593,False,pour,PO793087,2023-06-29,VTANR5L16V2109,pour,Ménard,Emmanuelle,Mme,NI
PA721816,PM797571,False,pour,PO800508,2023-05-17,VTANR5L16V1567,contre,Boucard,Ian,M.,LR
PA719272,PM796347,False,pour,PO800508,2023-05-17,VTANR5L16V1567,contre,Meunier,Frédérique,Mme,LR
PA719318,PM796470,False,pour,PO800508,2023-05-17,VTANR5L16V1567,contre,Anthoine,Emmanuelle,Mme,LR
PA793476,PM796344,False,pour,PO800508,2023-05-17,VTANR5L16V1567,contre,Dubois,Francis,M.,LR
PA720586,PM797088,False,pour,PO800508,2023-01-31,VTANR5L16V901,pour,Vatin,Pierre,M.,LR
PA267324,PM797538,False,pour,PO800508,2023-01-31,VTANR5L16V901,pour,Gaultier,Jean-Jacques,M.,LR
PA719318,PM796470,False,pour,PO800508,2023-01-31,VTANR5L16V901,pour,Anthoine,Emmanuelle,Mme,LR
PA794994,PM797232,False,pour,PO800508,2023-01-31,VTANR5L16V901,pour,Portier,Alexandre,M.,LR
PA721046,PM797769,False,pour,PO800532,2023-01-31,VTANR5L16V901,pour,Bassire,Nathalie,Mme,LIOT
PA719608,PM796593,False,pour,PO793087,2022-10-17,VTANR5L16V331,pour,Ménard,Emmanuelle,Mme,NI
PA793688,PM796479,False,pour,PO800490,2024-03-27,VTANR5L16V3598,pour,Martin,Pascale,Mme,LFI-NUPES
PA793912,PM796599,False,pour,PO800490,2024-03-27,VTANR5L16V3598,pour,Carrière,Sylvain,M.,LFI-NUPES
PA721816,PM797571,False,pour,PO800508,2024-03-27,VTANR5L16V3598,pour,Boucard,Ian,M.,LR
PA718784,PM796266,False,pour,PO800508,2024-03-27,VTANR5L16V3598,pour,Pauget,Éric,M.,LR
PA721474,PM797511,False,pour,PO800508,2024-03-27,VTANR5L16V3598,pour,Viry,Stéphane,M.,LR
PA794058,PM796686,True,pour,PO800508,2024-03-27,VTANR5L16V3598,pour,Gruet,Justine,Mme,LR
PA342240,PM796707,True,pour,PO800508,2024-03-27,VTANR5L16V3598,pour,Bourgeaux,Jean-Luc,M.,LR
PA783457,PM796992,False,pour,PO800508,2024-03-27,VTANR5L16V3598,pour,Habert-Dassault,Victor,M.,LR
PA721442,PM797253,False,pour,PO800508,2024-03-27,VTANR5L16V3598,pour,Petex,Christelle,Mme,LR
PA267042,PM796932,False,pour,PO800532,2024-03-27,VTANR5L16V3598,pour,Favennec-Bécot,Yannick,M.,LIOT
PA342240,PM796707,False,pour,PO800508,2024-03-05,VTANR5L16V3397,pour,Bourgeaux,Jean-Luc,M.,LR
PA330240,PM796155,False,pour,PO800508,2022-11-14,VTANR5L16V563,pour,Ciotti,Éric,M.,LR
PA267429,PM796722,False,pour,PO800508,2022-11-14,VTANR5L16V563,pour,Cinieri,Dino,M.,LR
PA718838,PM796197,False,pour,PO800508,2022-11-14,VTANR5L16V563,pour,Brun,Fabrice,M.,LR
PA608016,PM797100,False,pour,PO800508,2022-11-14,VTANR5L16V563,pour,Louwagie,Véronique,Mme,LR
PA721816,PM797571,False,pour,PO800508,2022-11-14,VTANR5L16V563,pour,Boucard,Ian,M.,LR
PA718784,PM796266,False,pour,PO800508,2022-11-14,VTANR5L16V563,pour,Pauget,Éric,M.,LR
PA720630,PM797094,False,pour,PO800508,2022-11-14,VTANR5L16V563,pour,Minot,Maxime,M.,LR
PA719608,PM796593,False,pour,PO793087,2022-11-14,VTANR5L16V563,pour,Ménard,Emmanuelle,Mme,NI
PA1874,PM796383,True,pour,PO800508,2023-12-07,VTANR5L16V3198,contre,Le Fur,Marc,M.,LR
PA720644,PM797103,False,pour,PO800508,2023-12-07,VTANR5L16V3198,contre,Nury,Jérôme,M.,LR
PA608416,PM797133,False,pour,PO800508,2023-12-07,VTANR5L16V3198,contre,Hetzel,Patrick,M.,LR
PA794058,PM796686,True,pour,PO800508,2023-12-07,VTANR5L16V3198,contre,Gruet,Justine,Mme,LR
PA721442,PM797253,False,pour,PO800508,2023-12-07,VTANR5L16V3198,contre,Petex,Christelle,Mme,LR
PA795120,PM797310,False,pour,PO800484,2023-12-07,VTANR5L16V3198,contre,Ferrari,Marina,Mme,DEM
PA2449,PM797046,False,pour,PO800538,2023-06-21,VTANR5L16V1938,pour,Pont,Jean-Pierre,M.,RE
PA267336,PM796152,True,pour,PO800538,2023-06-21,VTANR5L16V1938,pour,Giraud,Joël,M.,RE
PA334116,PM797037,True,pour,PO800538,2023-06-21,VTANR5L16V1938,pour,Maquet,Jacqueline,Mme,RE
PA794802,PM797127,False,pour,PO800538,2023-06-21,VTANR5L16V1938,pour,Sitzenstuhl,Charles,M.,RE
PA718930,PM796287,False,pour,PO800538,2023-06-21,VTANR5L16V1938,pour,Petel,Anne-Laurence,Mme,RE
PA719294,PM796431,True,pour,PO800538,2023-06-21,VTANR5L16V1938,pour,Clapot,Mireille,Mme,RE
PA719472,PM796533,False,pour,PO800538,2023-06-21,VTANR5L16V1938,pour,Cazeneuve,Jean-René,M.,RE
PA719512,PM796509,False,pour,PO800538,2023-06-21,VTANR5L16V1938,pour,Vignon,Corinne,Mme,RE
PA719550,PM796551,True,pour,PO800538,2023-06-21,VTANR5L16V1938,pour,Tanguy,Liliana,Mme,RE
PA719814,PM796644,False,pour,PO800538,2023-06-21,VTANR5L16V1938,pour,Colboc,Fabienne,Mme,RE
PA719890,PM796680,False,pour,PO800538,2023-06-21,VTANR5L16V1938,pour,Brulebois,Danielle,Mme,RE
PA719922,PM796767,False,pour,PO800538,2023-06-21,VTANR5L16V1938,pour,Causse,Lionel,M.,RE
PA720146,PM796803,False,pour,PO800538,2023-06-21,VTANR5L16V1938,pour,Masséglia,Denis,M.,RE
PA720342,PM796887,False,pour,PO800538,2023-06-21,VTANR5L16V1938,pour,Le Peih,Nicole,Mme,RE
PA720932,PM797586,False,pour,PO800538,2023-06-21,VTANR5L16V1938,pour,Da Silva,Dominique,M.,RE
PA721678,PM797634,False,pour,PO800538,2023-06-21,VTANR5L16V1938,pour,Reda,Robin,M.,RE
PA722054,PM797598,False,pour,PO800538,2023-06-21,VTANR5L16V1938,pour,Hai,Nadia,Mme,RE
PA793278,PM796242,False,pour,PO800538,2023-06-21,VTANR5L16V1938,pour,Agresti-Roubache,Sabrina,Mme,RE
PA793500,PM796365,False,pour,PO800538,2023-06-21,VTANR5L16V1938,pour,Bordat,Benoît,M.,RE
PA794206,PM796779,False,pour,PO800538,2023-06-21,VTANR5L16V1938,pour,Marion,Christophe,M.,RE
PA794510,PM796965,False,pour,PO800538,2023-06-21,VTANR5L16V1938,pour,Decodts,Christine,Mme,RE
PA794878,PM797175,False,pour,PO800538,2023-06-21,VTANR5L16V1938,pour,Mournet,Benoit,M.,RE
PA795216,PM797364,False,pour,PO800538,2023-06-21,VTANR5L16V1938,pour,Lovisolo,Jean-François,M.,RE
PA721482,PM797514,False,pour,PO800538,2023-06-21,VTANR5L16V1938,pour,Valence,David,M.,RE
PA795528,PM797535,True,pour,PO800538,2023-06-21,VTANR5L16V1938,pour,Rodwell,Charles,M.,RE
PA795664,PM797613,True,pour,PO800538,2023-06-21,VTANR5L16V1938,pour,Midy,Paul,M.,RE
PA795864,PM797721,False,pour,PO800538,2023-06-21,VTANR5L16V1938,pour,Cazeneuve,Pierre,M.,RE
PA795908,PM797748,True,pour,PO800538,2023-06-21,VTANR5L16V1938,pour,Chenevard,Yannick,M.,RE
PA795926,PM797757,False,pour,PO800538,2023-06-21,VTANR5L16V1938,pour,Pellerin,Emmanuel,M.,RE
PA795990,PM797793,False,pour,PO800538,2023-06-21,VTANR5L16V1938,pour,Bregeon,Maud,Mme,RE
PA712014,PM802637,True,pour,PO800538,2023-06-21,VTANR5L16V1938,pour,Ledoux,Vincent,M.,RE
PA719910,PM796728,False,pour,PO800538,2023-06-21,VTANR5L16V1938,pour,Belhamiti,Mounir,M.,RE
