acteurRef,mandatRef,parDelegation,position,organe,date,scrutin,groupe_majorite,nom,prenom,civ,libelleAbrev
PA793508,PM796371,False,pour,PO800508,2023-05-16,VTANR5L16V1543,pour,Brigand,Hubert,M.,LR
PA794410,PM796911,False,pour,PO800508,2023-05-16,VTANR5L16V1543,pour,Seitlinger,Vincent,M.,LR
PA342240,PM796707,False,pour,PO800508,2023-05-16,VTANR5L16V1543,pour,Bourgeaux,Jean-Luc,M.,LR
PA719146,PM796359,False,pour,PO800532,2023-05-16,VTANR5L16V1543,pour,Acquaviva,Jean-Félix,M.,LIOT
PA719608,PM796593,False,pour,PO793087,2023-05-16,VTANR5L16V1543,pour,Ménard,Emmanuelle,Mme,NI
PA720154,PM796806,False,pour,PO800538,2024-03-06,VTANR5L16V3417,contre,Dubré-Chirat,Nicole,Mme,RE
PA718884,PM796218,False,pour,PO800508,2024-03-06,VTANR5L16V3417,pour,Bazin-Malgras,Valérie,Mme,LR
PA346782,PM797691,False,pour,PO800508,2024-03-06,VTANR5L16V3417,pour,Juvin,Philippe,M.,LR
PA695100,PM823124,False,pour,PO800508,2024-03-06,VTANR5L16V3417,pour,Habib,Meyer,M.,LR
PA719608,PM796593,False,pour,PO793087,2023-03-13,VTANR5L16V1172,pour,Ménard,Emmanuelle,Mme,NI
PA330008,PM796158,False,pour,PO800508,2024-03-19,VTANR5L16V3553,pour,Breton,Xavier,M.,LR
PA774954,PM796797,True,pour,PO800508,2024-03-19,VTANR5L16V3553,pour,Blin,Anne-Laure,Mme,LR
PA719608,PM796593,False,pour,PO793087,2024-03-19,VTANR5L16V3553,pour,Ménard,Emmanuelle,Mme,NI
PA721816,PM797571,False,pour,PO800508,2022-11-17,VTANR5L16V606,pour,Boucard,Ian,M.,LR
PA719608,PM796593,False,pour,PO793087,2022-11-17,VTANR5L16V606,pour,Ménard,Emmanuelle,Mme,NI
PA332523,PM796683,False,pour,PO800508,2023-07-05,VTANR5L16V2143,pour,Dalloz,Marie-Christine,Mme,LR
PA718784,PM796266,False,pour,PO800508,2023-07-05,VTANR5L16V2143,pour,Pauget,Éric,M.,LR
PA719318,PM796470,False,pour,PO800508,2023-07-05,VTANR5L16V2143,pour,Anthoine,Emmanuelle,Mme,LR
PA719608,PM796593,False,pour,PO793087,2023-07-05,VTANR5L16V2143,pour,Ménard,Emmanuelle,Mme,NI
PA719118,PM796416,False,pour,PO800538,2023-03-23,VTANR5L16V1269,pour,Cormier-Bouligeon,François,M.,RE
PA267336,PM796152,True,pour,PO800538,2023-03-23,VTANR5L16V1269,pour,Giraud,Joël,M.,RE
PA721852,PM797565,False,pour,PO800538,2023-03-23,VTANR5L16V1269,pour,Lebec,Marie,Mme,RE
PA717379,PM797265,False,pour,PO800538,2023-03-23,VTANR5L16V1269,pour,Maillard,Sylvain,M.,RE
PA718710,PM796149,False,pour,PO800538,2023-03-23,VTANR5L16V1269,pour,Boyer,Pascale,Mme,RE
PA677483,PM796233,False,pour,PO800538,2023-03-23,VTANR5L16V1269,pour,Mazars,Stéphane,M.,RE
PA719032,PM796308,False,pour,PO800538,2023-03-23,VTANR5L16V1269,pour,Bouyx,Bertrand,M.,RE
PA719600,PM796629,False,pour,PO800538,2023-03-23,VTANR5L16V1269,pour,Poulliat,Éric,M.,RE
PA720190,PM796815,False,pour,PO800538,2023-03-23,VTANR5L16V1269,pour,Sorre,Bertrand,M.,RE
PA720362,PM796899,False,pour,PO800538,2023-03-23,VTANR5L16V1269,pour,Belhaddad,Belkhir,M.,RE
PA720446,PM797031,False,pour,PO800538,2023-03-23,VTANR5L16V1269,pour,Liso,Brigitte,Mme,RE
PA720932,PM797586,False,pour,PO800538,2023-03-23,VTANR5L16V1269,pour,Da Silva,Dominique,M.,RE
PA721466,PM797268,False,pour,PO800538,2023-03-23,VTANR5L16V1269,pour,Le Gendre,Gilles,M.,RE
PA721584,PM797712,False,pour,PO800538,2023-03-23,VTANR5L16V1269,pour,Terlier,Jean,M.,RE
PA722150,PM797445,False,pour,PO800538,2023-03-23,VTANR5L16V1269,pour,Houlié,Sacha,M.,RE
PA722292,PM797241,False,pour,PO800538,2023-03-23,VTANR5L16V1269,pour,Rudigoz,Thomas,M.,RE
PA793270,PM796239,False,pour,PO800538,2023-03-23,VTANR5L16V1269,pour,Rousset,Jean-François,M.,RE
PA793588,PM796422,True,pour,PO800538,2023-03-23,VTANR5L16V1269,pour,Pacquot,Nicolas,M.,RE
PA795050,PM797274,False,pour,PO800538,2023-03-23,VTANR5L16V1269,pour,Panosyan-Bouvet,Astrid,Mme,RE
PA795508,PM797526,True,pour,PO800538,2023-03-23,VTANR5L16V1269,pour,Chandler,Émilie,Mme,RE
PA795664,PM797613,True,pour,PO800538,2023-03-23,VTANR5L16V1269,pour,Midy,Paul,M.,RE
PA795926,PM797757,False,pour,PO800538,2023-03-23,VTANR5L16V1269,pour,Pellerin,Emmanuel,M.,RE
PA642695,PM796389,False,pour,PO800538,2023-03-23,VTANR5L16V1269,pour,Bothorel,Éric,M.,RE
PA793416,PM802635,False,pour,PO800538,2023-03-23,VTANR5L16V1269,pour,Sertin,Freddy,M.,RE
PA793190,PM802633,True,pour,PO800538,2023-03-23,VTANR5L16V1269,pour,Heydel Grillere,Laurence,Mme,RE
PA794004,PM802643,True,pour,PO800538,2023-03-23,VTANR5L16V1269,pour,Hugues,Servane,Mme,RE
PA720630,PM797094,False,pour,PO800508,2023-03-23,VTANR5L16V1269,pour,Minot,Maxime,M.,LR
PA330909,PM796314,False,pour,PO800508,2023-03-23,VTANR5L16V1269,pour,Descoeur,Vincent,M.,LR
PA719558,PM796554,False,pour,PO800484,2023-03-23,VTANR5L16V1269,pour,Balanant,Erwan,M.,DEM
PA721984,PM797367,False,pour,PO800484,2023-03-23,VTANR5L16V1269,pour,Latombe,Philippe,M.,DEM
PA795120,PM797310,False,pour,PO800484,2023-03-23,VTANR5L16V1269,pour,Ferrari,Marina,Mme,DEM
PA795258,PM797385,False,pour,PO800484,2023-03-23,VTANR5L16V1269,pour,Gumbs,Frantz,M.,DEM
PA721760,PM797295,False,pour,PO800484,2023-03-23,VTANR5L16V1269,pour,Gatel,Maud,Mme,DEM
PA607619,PM796890,False,pour,PO800532,2023-03-23,VTANR5L16V1269,pour,Molac,Paul,M.,LIOT
PA795244,PM797379,False,pour,PO800532,2023-03-23,VTANR5L16V1269,pour,Lenormand,Stéphane,M.,LIOT
PA719608,PM796593,False,pour,PO793087,2023-03-23,VTANR5L16V1269,pour,Ménard,Emmanuelle,Mme,NI
PA721486,PM797517,False,pour,PO800532,2023-07-13,VTANR5L16V2285,contre,Naegelen,Christophe,M.,LIOT
PA720630,PM797094,False,pour,PO800508,2022-12-12,VTANR5L16V757,pour,Minot,Maxime,M.,LR
PA721442,PM797253,False,pour,PO800508,2022-12-12,VTANR5L16V757,pour,Petex,Christelle,Mme,LR
PA721210,PM797331,False,pour,PO800490,2024-02-13,VTANR5L16V3356,pour,Corbière,Alexis,M.,LFI-NUPES
PA795982,PM797787,False,pour,PO800490,2024-02-13,VTANR5L16V3356,pour,Saintoul,Aurélien,M.,LFI-NUPES
PA791824,PM797808,False,pour,PO800490,2024-02-13,VTANR5L16V3356,pour,Legrain,Sarah,Mme,LFI-NUPES
PA793452,PM796332,False,pour,PO800490,2024-02-13,VTANR5L16V3356,pour,Davi,Hendrik,M.,LFI-NUPES
PA793532,PM796386,False,pour,PO800490,2024-02-13,VTANR5L16V3356,pour,Lepvraud,Murielle,Mme,LFI-NUPES
PA793736,PM796503,False,pour,PO800490,2024-02-13,VTANR5L16V3356,pour,Clouet,Hadrien,M.,LFI-NUPES
PA793744,PM796506,False,pour,PO800490,2024-02-13,VTANR5L16V3356,pour,Stambach-Terrenoir,Anne,Mme,LFI-NUPES
PA793912,PM796599,False,pour,PO800490,2024-02-13,VTANR5L16V3356,pour,Carrière,Sylvain,M.,LFI-NUPES
PA794066,PM796689,False,pour,PO800490,2024-02-13,VTANR5L16V3356,pour,Mathieu,Frédéric,M.,LFI-NUPES
PA794138,PM796734,True,pour,PO800490,2024-02-13,VTANR5L16V3356,pour,Amiot,Ségolène,Mme,LFI-NUPES
PA794458,PM796941,True,pour,PO800490,2024-02-13,VTANR5L16V3356,pour,Etienne,Martine,Mme,LFI-NUPES
PA794870,PM797172,False,pour,PO800490,2024-02-13,VTANR5L16V3356,pour,Ferrer,Sylvie,Mme,LFI-NUPES
PA795108,PM797304,True,pour,PO800490,2024-02-13,VTANR5L16V3356,pour,Leboucher,Élise,Mme,LFI-NUPES
PA795136,PM797319,False,pour,PO800490,2024-02-13,VTANR5L16V3356,pour,Coulomme,Jean-François,M.,LFI-NUPES
PA795298,PM797409,False,pour,PO800490,2024-02-13,VTANR5L16V3356,pour,Legavre,Jérôme,M.,LFI-NUPES
PA795844,PM797709,False,pour,PO800490,2024-02-13,VTANR5L16V3356,pour,Erodi,Karen,Mme,LFI-NUPES
PA796018,PM797805,False,pour,PO800490,2024-02-13,VTANR5L16V3356,pour,Simonnet,Danielle,Mme,LFI-NUPES
PA719024,PM796305,False,pour,PO800484,2024-02-13,VTANR5L16V3356,pour,Blanchet,Christophe,M.,DEM
PA720038,PM796746,True,pour,PO800484,2024-02-13,VTANR5L16V3356,pour,Josso,Sandrine,Mme,DEM
PA720560,PM797016,True,pour,PO800484,2024-02-13,VTANR5L16V3356,pour,Goulet,Perrine,Mme,DEM
PA795100,PM797301,False,pour,PO800484,2024-02-13,VTANR5L16V3356,pour,Martineau,Éric,M.,DEM
PA795374,PM797448,False,pour,PO800484,2024-02-13,VTANR5L16V3356,pour,Lecamp,Pascal,M.,DEM
PA720006,PM803286,False,pour,PO800484,2024-02-13,VTANR5L16V3356,pour,Geismar,Luc,M.,DEM
PA794194,PM802639,False,pour,PO800484,2024-02-13,VTANR5L16V3356,pour,Desjonquères,Mathilde,Mme,DEM
PA793394,PM796299,False,pour,PO800496,2024-02-13,VTANR5L16V3356,pour,Delaporte,Arthur,M.,SOC
PA794094,PM796710,False,pour,PO800496,2024-02-13,VTANR5L16V3356,pour,Bouloux,Mickaël,M.,SOC
PA794854,PM797163,False,pour,PO800496,2024-02-13,VTANR5L16V3356,pour,Echaniz,Inaki,M.,SOC
PA342196,PM796695,False,pour,PO800496,2024-02-13,VTANR5L16V3356,pour,Rouaux,Claudia,Mme,SOC
PA719528,PM796515,False,pour,PO800514,2024-02-13,VTANR5L16V3356,contre,Portarrieu,Jean-François,M.,HOR
PA721522,PM797430,False,pour,PO800514,2024-02-13,VTANR5L16V3356,contre,Batut,Xavier,M.,HOR
PA794022,PM796662,False,pour,PO800526,2024-02-13,VTANR5L16V3356,pour,Iordanoff,Jérémie,M.,ECOLO
PA793948,PM796617,False,pour,PO800526,2024-02-13,VTANR5L16V3356,pour,Thierry,Nicolas,M.,ECOLO
PA793708,PM796488,False,pour,PO800526,2024-02-13,VTANR5L16V3356,pour,Peytavie,Sébastien,M.,ECOLO
PA794146,PM796737,False,pour,PO800526,2024-02-13,VTANR5L16V3356,pour,Laernoes,Julie,Mme,ECOLO
PA794778,PM797115,False,pour,PO800526,2024-02-13,VTANR5L16V3356,pour,Regol,Sandra,Mme,ECOLO
PA795076,PM797289,False,pour,PO800526,2024-02-13,VTANR5L16V3356,pour,Rousseau,Sandrine,Mme,ECOLO
PA795636,PM797601,False,pour,PO800526,2024-02-13,VTANR5L16V3356,pour,Lucas-Lundy,Benjamin,M.,ECOLO
PA605745,PM796419,False,pour,PO800502,2024-02-13,VTANR5L16V3356,pour,Sansu,Nicolas,M.,GDR-NUPES
PA795998,PM797796,False,pour,PO800502,2024-02-13,VTANR5L16V3356,pour,K/Bidi,Emeline,Mme,GDR-NUPES
PA796106,PM833657,False,pour,PO800502,2024-02-13,VTANR5L16V3356,pour,Bénard,Édouard,M.,GDR-NUPES
PA607619,PM796890,False,pour,PO800532,2024-02-13,VTANR5L16V3356,pour,Molac,Paul,M.,LIOT
PA719138,PM796356,True,pour,PO800532,2024-02-13,VTANR5L16V3356,pour,Castellani,Michel,M.,LIOT
PA719286,PM796353,False,pour,PO800532,2024-02-13,VTANR5L16V3356,pour,Colombani,Paul-André,M.,LIOT
PA267766,PM796980,False,pour,PO800532,2024-02-13,VTANR5L16V3356,pour,Bricout,Guy,M.,LIOT
PA720696,PM796989,False,pour,PO800532,2024-02-13,VTANR5L16V3356,pour,Descamps,Béatrice,Mme,LIOT
PA822617,PM822619,False,pour,PO800532,2024-02-13,VTANR5L16V3356,pour,Froger,Martine,Mme,LIOT
PA719608,PM796593,False,pour,PO793087,2024-02-13,VTANR5L16V3356,pour,Ménard,Emmanuelle,Mme,NI
PA267901,PM797841,False,pour,PO800508,2022-10-28,VTANR5L16V455,pour,Kamardine,Mansour,M.,LR
PA721976,PM797622,False,pour,PO800484,2022-10-14,VTANR5L16V310,contre,Millienne,Bruno,M.,DEM
PA719608,PM796593,False,pour,PO793087,2024-05-30,VTANR5L16V3993,pour,Ménard,Emmanuelle,Mme,NI
PA1874,PM796383,True,pour,PO800508,2023-12-07,VTANR5L16V3197,pour,Le Fur,Marc,M.,LR
PA720644,PM797103,False,pour,PO800508,2023-12-07,VTANR5L16V3197,pour,Nury,Jérôme,M.,LR
PA606098,PM796449,False,pour,PO800508,2023-12-07,VTANR5L16V3197,pour,Marleix,Olivier,M.,LR
PA605991,PM796428,False,pour,PO800508,2023-12-07,VTANR5L16V3197,pour,Genevard,Annie,Mme,LR
PA721410,PM797316,False,pour,PO800508,2023-12-07,VTANR5L16V3197,pour,Bonnivard,Émilie,Mme,LR
PA608016,PM797100,False,pour,PO800508,2023-12-07,VTANR5L16V3197,pour,Louwagie,Véronique,Mme,LR
PA608416,PM797133,False,pour,PO800508,2023-12-07,VTANR5L16V3197,pour,Hetzel,Patrick,M.,LR
PA721816,PM797571,False,pour,PO800508,2023-12-07,VTANR5L16V3197,pour,Boucard,Ian,M.,LR
PA643134,PM796758,False,pour,PO800508,2023-12-07,VTANR5L16V3197,pour,Valentin,Isabelle,Mme,LR
PA720386,PM796908,False,pour,PO800508,2023-12-07,VTANR5L16V3197,pour,Di Filippo,Fabien,M.,LR
PA720630,PM797094,False,pour,PO800508,2023-12-07,VTANR5L16V3197,pour,Minot,Maxime,M.,LR
PA794118,PM796725,False,pour,PO800508,2023-12-07,VTANR5L16V3197,pour,Vermorel-Marques,Antoine,M.,LR
PA793476,PM796344,False,pour,PO800508,2023-12-07,VTANR5L16V3197,pour,Dubois,Francis,M.,LR
PA794038,PM796668,False,pour,PO800508,2023-12-07,VTANR5L16V3197,pour,Neuder,Yannick,M.,LR
PA794058,PM796686,True,pour,PO800508,2023-12-07,VTANR5L16V3197,pour,Gruet,Justine,Mme,LR
PA794178,PM796755,False,pour,PO800508,2023-12-07,VTANR5L16V3197,pour,Taite,Jean-Pierre,M.,LR
PA794994,PM797232,False,pour,PO800508,2023-12-07,VTANR5L16V3197,pour,Portier,Alexandre,M.,LR
PA346782,PM797691,False,pour,PO800508,2023-12-07,VTANR5L16V3197,pour,Juvin,Philippe,M.,LR
PA330909,PM796314,False,pour,PO800508,2023-12-07,VTANR5L16V3197,pour,Descoeur,Vincent,M.,LR
PA722308,PM797229,True,pour,PO800508,2023-12-07,VTANR5L16V3197,pour,Serre,Nathalie,Mme,LR
PA774954,PM796797,False,pour,PO800508,2023-12-07,VTANR5L16V3197,pour,Blin,Anne-Laure,Mme,LR
PA721442,PM797253,False,pour,PO800508,2023-12-07,VTANR5L16V3197,pour,Petex,Christelle,Mme,LR
PA719968,PM832556,False,pour,PO800508,2023-12-07,VTANR5L16V3197,pour,Bonnet,Sylvie,Mme,LR
PA719608,PM796593,False,pour,PO793087,2023-12-07,VTANR5L16V3197,pour,Ménard,Emmanuelle,Mme,NI
PA794178,PM796755,False,pour,PO800508,2022-11-08,VTANR5L16V534,abstention,Taite,Jean-Pierre,M.,LR
PA342240,PM796707,False,pour,PO800508,2022-11-08,VTANR5L16V534,abstention,Bourgeaux,Jean-Luc,M.,LR
PA607619,PM796890,False,pour,PO800532,2022-11-08,VTANR5L16V534,contre,Molac,Paul,M.,LIOT
PA267766,PM796980,False,pour,PO800532,2022-11-08,VTANR5L16V534,contre,Bricout,Guy,M.,LIOT
PA721486,PM797517,False,pour,PO800532,2022-11-08,VTANR5L16V534,contre,Naegelen,Christophe,M.,LIOT
PA719608,PM796593,False,pour,PO793087,2022-11-08,VTANR5L16V534,pour,Ménard,Emmanuelle,Mme,NI
PA642847,PM796872,False,pour,PO800508,2022-07-18,VTANR5L16V18,pour,Bazin,Thibault,M.,LR
PA720630,PM797094,False,pour,PO800508,2022-07-18,VTANR5L16V18,pour,Minot,Maxime,M.,LR
PA719608,PM796593,False,pour,PO793087,2022-07-18,VTANR5L16V18,pour,Ménard,Emmanuelle,Mme,NI
PA793394,PM796299,False,pour,PO800496,2023-10-05,VTANR5L16V2693,pour,Delaporte,Arthur,M.,SOC
PA720630,PM797094,False,pour,PO800508,2023-07-12,VTANR5L16V2274,contre,Minot,Maxime,M.,LR
PA642868,PM796968,False,pour,PO800514,2023-07-12,VTANR5L16V2274,pour,Christophe,Paul,M.,HOR
PA345722,PM797718,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Le Grip,Constance,Mme,RE
PA643184,PM797142,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Klinkert,Brigitte,Mme,RE
PA340643,PM796335,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Royer-Perreaut,Lionel,M.,RE
PA2449,PM797046,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Pont,Jean-Pierre,M.,RE
PA793194,PM796200,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Vuibert,Lionel,M.,RE
PA609520,PM797676,True,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Pompili,Barbara,Mme,RE
PA267336,PM796152,True,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Giraud,Joël,M.,RE
PA334116,PM797037,True,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Maquet,Jacqueline,Mme,RE
PA795386,PM797454,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Lefèvre,Mathieu,M.,RE
PA607395,PM796818,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Travert,Stéphane,M.,RE
PA717379,PM797265,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Maillard,Sylvain,M.,RE
PA718910,PM796245,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Colomb-Pitollat,Claire,Mme,RE
PA718930,PM796287,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Petel,Anne-Laurence,Mme,RE
PA718962,PM796278,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Zulesi,Jean-Marc,M.,RE
PA719100,PM796407,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Ardouin,Jean-Philippe,M.,RE
PA719108,PM796410,True,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Gérard,Raphaël,M.,RE
PA719294,PM796431,True,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Clapot,Mireille,Mme,RE
PA719372,PM796446,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Kasbarian,Guillaume,M.,RE
PA719472,PM796533,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Cazeneuve,Jean-René,M.,RE
PA719632,PM796572,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Panonacle,Sophie,Mme,RE
PA719798,PM796638,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Labaronne,Daniel,M.,RE
PA719882,PM796677,True,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Meynier-Millefert,Marjolaine,Mme,RE
PA719890,PM796680,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Brulebois,Danielle,Mme,RE
PA720022,PM796866,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Lauzzana,Michel,M.,RE
PA643175,PM796794,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Dupont,Stella,Mme,RE
PA720138,PM796800,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Saint-Paul,Laetitia,Mme,RE
PA720146,PM796803,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Masséglia,Denis,M.,RE
PA720154,PM796806,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Dubré-Chirat,Nicole,Mme,RE
PA720222,PM796830,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Girardin,Éric,M.,RE
PA720342,PM796887,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Le Peih,Nicole,Mme,RE
PA720362,PM796899,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Belhaddad,Belkhir,M.,RE
PA720754,PM797121,True,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Studer,Bruno,M.,RE
PA720932,PM797586,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Da Silva,Dominique,M.,RE
PA721094,PM797340,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Dunoyer,Philippe,M.,RE
PA721678,PM797634,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Reda,Robin,M.,RE
PA721710,PM797505,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Peyron,Michèle,Mme,RE
PA722054,PM797598,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Hai,Nadia,Mme,RE
PA722070,PM797406,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Henriet,Pierre,M.,RE
PA722150,PM797445,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Houlié,Sacha,M.,RE
PA722292,PM797241,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Rudigoz,Thomas,M.,RE
PA795920,PM797754,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Thevenot,Prisca,Mme,RE
PA793270,PM796239,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Rousset,Jean-François,M.,RE
PA793278,PM796242,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Agresti-Roubache,Sabrina,Mme,RE
PA793500,PM796365,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Bordat,Benoît,M.,RE
PA793940,PM796614,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Cazenave,Thomas,M.,RE
PA794330,PM796854,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Brosse,Anthony,M.,RE
PA794510,PM796965,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Decodts,Christine,Mme,RE
PA794974,PM797223,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Margueritte,Louis,M.,RE
PA794982,PM797226,True,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Delpech,Julie,Mme,RE
PA795176,PM797343,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Metzdorf,Nicolas,M.,RE
PA721482,PM797514,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Valence,David,M.,RE
PA795528,PM797535,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Rodwell,Charles,M.,RE
PA795652,PM797607,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Izard,Alexis,M.,RE
PA795908,PM797748,True,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Chenevard,Yannick,M.,RE
PA795926,PM797757,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Pellerin,Emmanuel,M.,RE
PA712014,PM802637,True,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Ledoux,Vincent,M.,RE
PA719910,PM796728,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Belhamiti,Mounir,M.,RE
PA721632,PM802647,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Lemoine,Patricia,Mme,RE
PA721170,PM797463,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Vojetta,Stéphane,M.,RE
PA793416,PM802635,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Sertin,Freddy,M.,RE
PA793190,PM802633,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Heydel Grillere,Laurence,Mme,RE
PA795934,PM802645,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Guichard,Claire,Mme,RE
PA721828,PM802651,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Berete,Fanta,Mme,RE
PA794846,PM803276,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Goetschy-Bolognese,Charlotte,Mme,RE
PA720174,PM803278,False,pour,PO800538,2023-06-20,VTANR5L16V1923,pour,Guillemard,Philippe,M.,RE
PA721062,PM797799,False,pour,PO800490,2023-06-20,VTANR5L16V1923,pour,Ratenon,Jean-Hugues,M.,LFI-NUPES
PA721202,PM797826,False,pour,PO800490,2023-06-20,VTANR5L16V1923,pour,Coquerel,Éric,M.,LFI-NUPES
PA793724,PM796497,False,pour,PO800490,2023-06-20,VTANR5L16V1923,pour,Sala,Michel,M.,LFI-NUPES
PA794402,PM796905,False,pour,PO800490,2023-06-20,VTANR5L16V1923,pour,Leduc,Charlotte,Mme,LFI-NUPES
PA794458,PM796941,False,pour,PO800490,2023-06-20,VTANR5L16V1923,pour,Etienne,Martine,Mme,LFI-NUPES
PA794906,PM797187,False,pour,PO800490,2023-06-20,VTANR5L16V1923,pour,Amard,Gabriel,M.,LFI-NUPES
PA795580,PM797574,False,pour,PO800490,2023-06-20,VTANR5L16V1923,pour,Chauche,Florian,M.,LFI-NUPES
PA795746,PM797661,False,pour,PO800490,2023-06-20,VTANR5L16V1923,pour,Léaument,Antoine,M.,LFI-NUPES
PA796070,PM797835,False,pour,PO800490,2023-06-20,VTANR5L16V1923,pour,Gaillard,Perceval,M.,LFI-NUPES
PA817211,PM817366,False,pour,PO800490,2023-06-20,VTANR5L16V1923,pour,Pilato,René,M.,LFI-NUPES
PA608826,PM797256,False,pour,PO800508,2023-06-20,VTANR5L16V1923,pour,Duby-Muller,Virginie,Mme,LR
PA332523,PM796683,True,pour,PO800508,2023-06-20,VTANR5L16V1923,pour,Dalloz,Marie-Christine,Mme,LR
PA721410,PM797316,False,pour,PO800508,2023-06-20,VTANR5L16V1923,pour,Bonnivard,Émilie,Mme,LR
PA608016,PM797100,False,pour,PO800508,2023-06-20,VTANR5L16V1923,pour,Louwagie,Véronique,Mme,LR
PA720630,PM797094,False,pour,PO800508,2023-06-20,VTANR5L16V1923,pour,Minot,Maxime,M.,LR
PA712015,PM796176,False,pour,PO800508,2023-06-20,VTANR5L16V1923,pour,Dive,Julien,M.,LR
PA342240,PM796707,False,pour,PO800508,2023-06-20,VTANR5L16V1923,pour,Bourgeaux,Jean-Luc,M.,LR
PA774954,PM796797,False,pour,PO800508,2023-06-20,VTANR5L16V1923,pour,Blin,Anne-Laure,Mme,LR
PA719024,PM796305,False,pour,PO800484,2023-06-20,VTANR5L16V1923,pour,Blanchet,Christophe,M.,DEM
PA719874,PM796674,False,pour,PO800484,2023-06-20,VTANR5L16V1923,pour,Jacquier-Laforge,Élodie,Mme,DEM
PA720038,PM796746,False,pour,PO800484,2023-06-20,VTANR5L16V1923,pour,Josso,Sandrine,Mme,DEM
PA720560,PM797016,False,pour,PO800484,2023-06-20,VTANR5L16V1923,pour,Goulet,Perrine,Mme,DEM
PA720728,PM797157,False,pour,PO800484,2023-06-20,VTANR5L16V1923,pour,Mattei,Jean-Paul,M.,DEM
PA721984,PM797367,False,pour,PO800484,2023-06-20,VTANR5L16V1923,pour,Latombe,Philippe,M.,DEM
PA793122,PM796161,False,pour,PO800484,2023-06-20,VTANR5L16V1923,pour,Daubié,Romain,M.,DEM
