uid,nom,demandeur,organe,organeReuniRef,participants,cr
RUANR5L16S2023IDC446311,,,,PO59048,"[{'acteurRef': 'PA793432', 'presence': 'présent'}, {'acteurRef': 'PA795950', 'presence': 'présent'}, {'acteurRef': 'PA793780', 'presence': 'présent'}, {'acteurRef': 'PA643143', 'presence': 'excusé'}, {'acteurRef': 'PA795454', 'presence': 'présent'}, {'acteurRef': 'PA793444', 'presence': 'présent'}, {'acteurRef': 'PA721410', 'presence': 'absent'}, {'acteurRef': 'PA794094', 'presence': 'présent'}, {'acteurRef': 'PA718838', 'presence': 'absent'}, {'acteurRef': 'PA793624', 'presence': 'absent'}, {'acteurRef': 'PA795836', 'presence': 'présent'}, {'acteurRef': 'PA719138', 'presence': 'absent'}, {'acteurRef': 'PA793940', 'presence': 'présent'}, {'acteurRef': 'PA719472', 'presence': 'présent'}, {'acteurRef': 'PA795580', 'presence': 'présent'}, {'acteurRef': 'PA720468', 'presence': 'absent'}, {'acteurRef': 'PA721202', 'presence': 'présent'}, {'acteurRef': 'PA942', 'presence': 'présent'}, {'acteurRef': 'PA720932', 'presence': 'présent'}, {'acteurRef': 'PA332523', 'presence': 'absent'}, {'acteurRef': 'PA793166', 'presence': 'présent'}, {'acteurRef': 'PA720386', 'presence': 'présent'}, {'acteurRef': 'PA722382', 'presence': 'présent'}, {'acteurRef': 'PA795200', 'presence': 'absent'}, {'acteurRef': 'PA643175', 'presence': 'présent'}, {'acteurRef': 'PA607193', 'presence': 'présent'}, {'acteurRef': 'PA795120', 'presence': 'présent'}, {'acteurRef': 'PA796132', 'presence': 'présent'}, {'acteurRef': 'PA720006', 'presence': 'présent'}, {'acteurRef': 'PA794470', 'presence': 'présent'}, {'acteurRef': 'PA267336', 'presence': 'présent'}, {'acteurRef': 'PA720560', 'presence': 'présent'}, {'acteurRef': 'PA794478', 'presence': 'présent'}, {'acteurRef': 'PA783457', 'presence': 'absent'}, {'acteurRef': 'PA722054', 'presence': 'présent'}, {'acteurRef': 'PA608416', 'presence': 'présent'}, {'acteurRef': 'PA721150', 'presence': 'absent'}, {'acteurRef': 'PA719778', 'presence': 'absent'}, {'acteurRef': 'PA719798', 'presence': 'présent'}, {'acteurRef': 'PA794450', 'presence': 'présent'}, {'acteurRef': 'PA718978', 'presence': 'présent'}, {'acteurRef': 'PA720022', 'presence': 'présent'}, {'acteurRef': 'PA1874', 'presence': 'excusé'}, {'acteurRef': 'PA345722', 'presence': 'présent'}, {'acteurRef': 'PA774962', 'presence': 'excusé'}, {'acteurRef': 'PA795374', 'presence': 'présent'}, {'acteurRef': 'PA795386', 'presence': 'présent'}, {'acteurRef': 'PA721632', 'presence': 'présent'}, {'acteurRef': 'PA795974', 'presence': 'présent'}, {'acteurRef': 'PA608016', 'presence': 'présent'}, {'acteurRef': 'PA720230', 'presence': 'présent'}, {'acteurRef': 'PA717379', 'presence': 'présent'}, {'acteurRef': 'PA794974', 'presence': 'présent'}, {'acteurRef': 'PA793688', 'presence': 'présent'}, {'acteurRef': 'PA720146', 'presence': 'présent'}, {'acteurRef': 'PA793330', 'presence': 'absent'}, {'acteurRef': 'PA720728', 'presence': 'excusé'}, {'acteurRef': 'PA795422', 'presence': 'présent'}, {'acteurRef': 'PA793616', 'presence': 'absent'}, {'acteurRef': 'PA794878', 'presence': 'présent'}, {'acteurRef': 'PA794314', 'presence': 'absent'}, {'acteurRef': 'PA608172', 'presence': 'présent'}, {'acteurRef': 'PA793572', 'presence': 'présent'}, {'acteurRef': 'PA721678', 'presence': 'présent'}, {'acteurRef': 'PA793884', 'presence': 'présent'}, {'acteurRef': 'PA721458', 'presence': 'présent'}, {'acteurRef': 'PA794570', 'presence': 'absent'}, {'acteurRef': 'PA793724', 'presence': 'présent'}, {'acteurRef': 'PA794954', 'presence': 'présent'}, {'acteurRef': 'PA605745', 'presence': 'présent'}, {'acteurRef': 'PA610002', 'presence': 'présent'}, {'acteurRef': 'PA794802', 'presence': 'présent'}, {'acteurRef': 'PA795778', 'presence': 'présent'}, {'acteurRef': 'PA794650', 'presence': 'absent'}]",CRCANR5L16S2023PO59048N029
RUANR5L16S2023IDC446335,,,,PO805408,,
RUANR5L15A2022IDF0161662,M. Philippe Ballard,PA794562,,,,
RUANR5L16S2023IDC448155,,,,PO803174,,
RUANR5L16S2023IDC446852,,,,PO805197,,
RUANR5L15A2022IDF0162220,Mme Véronique Louwagie,PA608016,,,,
RUANR5L15A2022IDF0161487,Mme Caroline Janvier,PA720074,,,,
RUANR5L16S2023IDC446126,,,,PO805422,,
RUANR5L15A2022IDF0161642,Mme Francesca Pasquini,PA795794,,,,
RUANR5L16S2022IDC445636,,,,PO59047,,
RUANR5L16S2023IDC448360,,,,PO821119,,
RUANR5L16S2023IDC447379,,,,PO804904,,
RUANR5L15A2022IDF0161279,Mme Sandra Marsaud,PA719080,,,,
RUANR5L15A2022IDF0161327,M. Éric Coquerel,PA721202,,,,
RUANR5L15A2022IDF0161358,Mme Danièle Obono,PA721960,,,,
RUANR5L16S2023IDC445499,,,,PO59046,,
RUANR5L15A2022IDF0161797,M. Jean-Philippe Tanguy,PA795778,,,,
RUANR5L16S2023IDS27067,,,,PO791932,,
RUANR5L16S2023IDC447477,,,,PO419610,"[{'acteurRef': 'PA794278', 'presence': 'absent'}, {'acteurRef': 'PA793262', 'presence': 'absent'}, {'acteurRef': 'PA795144', 'presence': 'absent'}, {'acteurRef': 'PA793560', 'presence': 'absent'}, {'acteurRef': 'PA342415', 'presence': 'présent'}, {'acteurRef': 'PA332228', 'presence': 'absent'}, {'acteurRef': 'PA774954', 'presence': 'présent'}, {'acteurRef': 'PA720162', 'presence': 'absent'}, {'acteurRef': 'PA642695', 'presence': 'absent'}, {'acteurRef': 'PA342240', 'presence': 'absent'}, {'acteurRef': 'PA719032', 'presence': 'absent'}, {'acteurRef': 'PA795990', 'presence': 'absent'}, {'acteurRef': 'PA794798', 'presence': 'absent'}, {'acteurRef': 'PA267306', 'presence': 'absent'}, {'acteurRef': 'PA791812', 'presence': 'absent'}, {'acteurRef': 'PA267429', 'presence': 'absent'}, {'acteurRef': 'PA793122', 'presence': 'absent'}, {'acteurRef': 'PA793394', 'presence': 'présent'}, {'acteurRef': 'PA720862', 'presence': 'absent'}, {'acteurRef': 'PA712015', 'presence': 'présent'}, {'acteurRef': 'PA608826', 'presence': 'absent'}, {'acteurRef': 'PA794854', 'presence': 'absent'}, {'acteurRef': 'PA794718', 'presence': 'absent'}, {'acteurRef': 'PA793964', 'presence': 'absent'}, {'acteurRef': 'PA793980', 'presence': 'absent'}, {'acteurRef': 'PA796070', 'presence': 'excusé'}, {'acteurRef': 'PA720222', 'presence': 'absent'}, {'acteurRef': 'PA794418', 'presence': 'absent'}, {'acteurRef': 'PA793592', 'presence': 'absent'}, {'acteurRef': 'PA794082', 'presence': 'absent'}, {'acteurRef': 'PA795652', 'presence': 'absent'}, {'acteurRef': 'PA722202', 'presence': 'excusé'}, {'acteurRef': 'PA719372', 'presence': 'présent'}, {'acteurRef': 'PA794146', 'presence': 'absent'}, {'acteurRef': 'PA795516', 'presence': 'absent'}, {'acteurRef': 'PA719382', 'presence': 'absent'}, {'acteurRef': 'PA794354', 'presence': 'excusé'}, {'acteurRef': 'PA719664', 'presence': 'absent'}, {'acteurRef': 'PA719388', 'presence': 'présent'}, {'acteurRef': 'PA720342', 'presence': 'présent'}, {'acteurRef': 'PA642988', 'presence': 'absent'}, {'acteurRef': 'PA793904', 'presence': 'absent'}, {'acteurRef': 'PA334116', 'presence': 'absent'}, {'acteurRef': 'PA795730', 'presence': 'absent'}, {'acteurRef': 'PA719080', 'presence': 'absent'}, {'acteurRef': 'PA795100', 'presence': 'absent'}, {'acteurRef': 'PA795692', 'presence': 'absent'}, {'acteurRef': 'PA720976', 'presence': 'excusé'}, {'acteurRef': 'PA719436', 'presence': 'absent'}, {'acteurRef': 'PA795786', 'presence': 'absent'}, {'acteurRef': 'PA795664', 'presence': 'excusé'}, {'acteurRef': 'PA607619', 'presence': 'absent'}, {'acteurRef': 'PA794810', 'presence': 'absent'}, {'acteurRef': 'PA720644', 'presence': 'absent'}, {'acteurRef': 'PA793588', 'presence': 'absent'}, {'acteurRef': 'PA795794', 'presence': 'absent'}, {'acteurRef': 'PA720414', 'presence': 'absent'}, {'acteurRef': 'PA718930', 'presence': 'absent'}, {'acteurRef': 'PA817211', 'presence': 'présent'}, {'acteurRef': 'PA607553', 'presence': 'absent'}, {'acteurRef': 'PA720092', 'presence': 'absent'}, {'acteurRef': 'PA795528', 'presence': 'absent'}, {'acteurRef': 'PA266808', 'presence': 'présent'}, {'acteurRef': 'PA794894', 'presence': 'excusé'}, {'acteurRef': 'PA796018', 'presence': 'absent'}, {'acteurRef': 'PA794486', 'presence': 'présent'}, {'acteurRef': 'PA794166', 'presence': 'absent'}, {'acteurRef': 'PA793298', 'presence': 'absent'}, {'acteurRef': 'PA607395', 'presence': 'absent'}, {'acteurRef': 'PA795164', 'presence': 'absent'}, {'acteurRef': 'PA607090', 'presence': 'absent'}, {'acteurRef': 'PA421348', 'presence': 'absent'}, {'acteurRef': 'PA721170', 'presence': 'présent'}, {'acteurRef': 'PA720992', 'presence': 'présent'}]",CRCANR5L16S2023PO419610N049
RUANR5L16S2023IDC447860,,,,PO804929,,
RUANR5L16S2023IDC446832,,,,PO805632,,
RUANR5L16S2023IDC446956,,,,PO807176,,CRCANR5L16S2023PO807176N001
RUANR5L16S2023IDC447541,,,,PO805632,,
RUANR5L16S2023IDC446146,,,,PO419610,"[{'acteurRef': 'PA722038', 'presence': 'absent'}, {'acteurRef': 'PA793262', 'presence': 'absent'}, {'acteurRef': 'PA793992', 'presence': 'absent'}, {'acteurRef': 'PA793560', 'presence': 'absent'}, {'acteurRef': 'PA335999', 'presence': 'absent'}, {'acteurRef': 'PA342415', 'presence': 'absent'}, {'acteurRef': 'PA332228', 'presence': 'absent'}, {'acteurRef': 'PA774954', 'presence': 'excusé'}, {'acteurRef': 'PA720162', 'presence': 'absent'}, {'acteurRef': 'PA642695', 'presence': 'présent'}, {'acteurRef': 'PA342240', 'presence': 'absent'}, {'acteurRef': 'PA719032', 'presence': 'absent'}, {'acteurRef': 'PA795990', 'presence': 'absent'}, {'acteurRef': 'PA794798', 'presence': 'absent'}, {'acteurRef': 'PA795864', 'presence': 'absent'}, {'acteurRef': 'PA267306', 'presence': 'absent'}, {'acteurRef': 'PA791812', 'presence': 'absent'}, {'acteurRef': 'PA267429', 'presence': 'absent'}, {'acteurRef': 'PA793122', 'presence': 'absent'}, {'acteurRef': 'PA720862', 'presence': 'absent'}, {'acteurRef': 'PA712015', 'presence': 'absent'}, {'acteurRef': 'PA608826', 'presence': 'absent'}, {'acteurRef': 'PA794718', 'presence': 'absent'}, {'acteurRef': 'PA793964', 'presence': 'absent'}, {'acteurRef': 'PA793980', 'presence': 'absent'}, {'acteurRef': 'PA796070', 'presence': 'absent'}, {'acteurRef': 'PA720222', 'presence': 'absent'}, {'acteurRef': 'PA794418', 'presence': 'absent'}, {'acteurRef': 'PA793592', 'presence': 'absent'}, {'acteurRef': 'PA795828', 'presence': 'absent'}, {'acteurRef': 'PA794082', 'presence': 'excusé'}, {'acteurRef': 'PA795652', 'presence': 'absent'}, {'acteurRef': 'PA722202', 'presence': 'absent'}, {'acteurRef': 'PA719372', 'presence': 'présent'}, {'acteurRef': 'PA794146', 'presence': 'absent'}, {'acteurRef': 'PA795516', 'presence': 'absent'}, {'acteurRef': 'PA719382', 'presence': 'présent'}, {'acteurRef': 'PA794354', 'presence': 'absent'}, {'acteurRef': 'PA719664', 'presence': 'présent'}, {'acteurRef': 'PA719388', 'presence': 'absent'}, {'acteurRef': 'PA720342', 'presence': 'absent'}, {'acteurRef': 'PA642988', 'presence': 'absent'}, {'acteurRef': 'PA793904', 'presence': 'absent'}, {'acteurRef': 'PA719718', 'presence': 'absent'}, {'acteurRef': 'PA334116', 'presence': 'absent'}, {'acteurRef': 'PA795730', 'presence': 'absent'}, {'acteurRef': 'PA719080', 'presence': 'absent'}, {'acteurRef': 'PA795100', 'presence': 'absent'}, {'acteurRef': 'PA795692', 'presence': 'absent'}, {'acteurRef': 'PA720976', 'presence': 'absent'}, {'acteurRef': 'PA719436', 'presence': 'absent'}, {'acteurRef': 'PA795786', 'presence': 'absent'}, {'acteurRef': 'PA795664', 'presence': 'présent'}, {'acteurRef': 'PA607619', 'presence': 'absent'}, {'acteurRef': 'PA794810', 'presence': 'absent'}, {'acteurRef': 'PA643157', 'presence': 'absent'}, {'acteurRef': 'PA720644', 'presence': 'absent'}, {'acteurRef': 'PA793588', 'presence': 'absent'}, {'acteurRef': 'PA720414', 'presence': 'absent'}, {'acteurRef': 'PA718930', 'presence': 'absent'}, {'acteurRef': 'PA607553', 'presence': 'absent'}, {'acteurRef': 'PA720092', 'presence': 'absent'}, {'acteurRef': 'PA795528', 'presence': 'présent'}, {'acteurRef': 'PA266808', 'presence': 'absent'}, {'acteurRef': 'PA794894', 'presence': 'absent'}, {'acteurRef': 'PA796018', 'presence': 'absent'}, {'acteurRef': 'PA718860', 'presence': 'absent'}, {'acteurRef': 'PA794166', 'presence': 'absent'}, {'acteurRef': 'PA793298', 'presence': 'absent'}, {'acteurRef': 'PA795164', 'presence': 'absent'}, {'acteurRef': 'PA607090', 'presence': 'absent'}, {'acteurRef': 'PA421348', 'presence': 'absent'}, {'acteurRef': 'PA720992', 'presence': 'absent'}]",CRCANR5L16S2023PO419610N024
RUANR5L16S2022IDC445344,,,,PO59048,"[{'acteurRef': 'PA793432', 'presence': 'absent'}, {'acteurRef': 'PA795950', 'presence': 'présent'}, {'acteurRef': 'PA793780', 'presence': 'absent'}, {'acteurRef': 'PA643143', 'presence': 'excusé'}, {'acteurRef': 'PA795454', 'presence': 'présent'}, {'acteurRef': 'PA793444', 'presence': 'présent'}, {'acteurRef': 'PA721410', 'presence': 'absent'}, {'acteurRef': 'PA794094', 'presence': 'présent'}, {'acteurRef': 'PA718838', 'presence': 'absent'}, {'acteurRef': 'PA793624', 'presence': 'absent'}, {'acteurRef': 'PA795836', 'presence': 'présent'}, {'acteurRef': 'PA719138', 'presence': 'absent'}, {'acteurRef': 'PA793940', 'presence': 'absent'}, {'acteurRef': 'PA719472', 'presence': 'absent'}, {'acteurRef': 'PA795580', 'presence': 'présent'}, {'acteurRef': 'PA721202', 'presence': 'présent'}, {'acteurRef': 'PA942', 'presence': 'présent'}, {'acteurRef': 'PA720932', 'presence': 'absent'}, {'acteurRef': 'PA332523', 'presence': 'absent'}, {'acteurRef': 'PA793166', 'presence': 'absent'}, {'acteurRef': 'PA720386', 'presence': 'absent'}, {'acteurRef': 'PA722382', 'presence': 'absent'}, {'acteurRef': 'PA795200', 'presence': 'absent'}, {'acteurRef': 'PA643175', 'presence': 'absent'}, {'acteurRef': 'PA607193', 'presence': 'présent'}, {'acteurRef': 'PA795120', 'presence': 'présent'}, {'acteurRef': 'PA794470', 'presence': 'absent'}, {'acteurRef': 'PA267336', 'presence': 'présent'}, {'acteurRef': 'PA720560', 'presence': 'présent'}, {'acteurRef': 'PA795540', 'presence': 'absent'}, {'acteurRef': 'PA794478', 'presence': 'présent'}, {'acteurRef': 'PA783457', 'presence': 'absent'}, {'acteurRef': 'PA722054', 'presence': 'présent'}, {'acteurRef': 'PA608416', 'presence': 'absent'}, {'acteurRef': 'PA721150', 'presence': 'présent'}, {'acteurRef': 'PA719778', 'presence': 'présent'}, {'acteurRef': 'PA719798', 'presence': 'absent'}, {'acteurRef': 'PA794450', 'presence': 'absent'}, {'acteurRef': 'PA718978', 'presence': 'présent'}, {'acteurRef': 'PA720022', 'presence': 'absent'}, {'acteurRef': 'PA1874', 'presence': 'absent'}, {'acteurRef': 'PA345722', 'presence': 'présent'}, {'acteurRef': 'PA774962', 'presence': 'excusé'}, {'acteurRef': 'PA795374', 'presence': 'présent'}, {'acteurRef': 'PA794402', 'presence': 'présent'}, {'acteurRef': 'PA795386', 'presence': 'présent'}, {'acteurRef': 'PA795974', 'presence': 'présent'}, {'acteurRef': 'PA608016', 'presence': 'présent'}, {'acteurRef': 'PA720230', 'presence': 'absent'}, {'acteurRef': 'PA794974', 'presence': 'présent'}, {'acteurRef': 'PA720146', 'presence': 'absent'}, {'acteurRef': 'PA793330', 'presence': 'absent'}, {'acteurRef': 'PA720728', 'presence': 'excusé'}, {'acteurRef': 'PA795422', 'presence': 'présent'}, {'acteurRef': 'PA793616', 'presence': 'absent'}, {'acteurRef': 'PA794686', 'presence': 'présent'}, {'acteurRef': 'PA794878', 'presence': 'absent'}, {'acteurRef': 'PA720334', 'presence': 'absent'}, {'acteurRef': 'PA608172', 'presence': 'excusé'}, {'acteurRef': 'PA793572', 'presence': 'absent'}, {'acteurRef': 'PA721678', 'presence': 'présent'}, {'acteurRef': 'PA335758', 'presence': 'absent'}, {'acteurRef': 'PA793884', 'presence': 'présent'}, {'acteurRef': 'PA721458', 'presence': 'absent'}, {'acteurRef': 'PA794570', 'presence': 'présent'}, {'acteurRef': 'PA793724', 'presence': 'présent'}, {'acteurRef': 'PA794954', 'presence': 'présent'}, {'acteurRef': 'PA605745', 'presence': 'absent'}, {'acteurRef': 'PA610002', 'presence': 'absent'}, {'acteurRef': 'PA796050', 'presence': 'absent'}, {'acteurRef': 'PA794802', 'presence': 'présent'}, {'acteurRef': 'PA795778', 'presence': 'présent'}, {'acteurRef': 'PA794650', 'presence': 'absent'}]",CRCANR5L16S2022PO59048N004
RUANR5L15A2022IDF0161295,Mme Nicole Dubré-Chirat,PA720154,,,,
RUANR5L16S2023IDC446030,,,,PO805375,"[{'acteurRef': 'PA795588', 'presence': 'absent'}, {'acteurRef': 'PA757676', 'presence': 'absent'}, {'acteurRef': 'PA736190', 'presence': 'absent'}, {'acteurRef': 'PA794638', 'presence': 'présent'}, {'acteurRef': 'PA793736', 'presence': 'présent'}, {'acteurRef': 'PA793394', 'presence': 'présent'}, {'acteurRef': 'PA425322', 'presence': 'présent'}, {'acteurRef': 'PA267112', 'presence': 'absent'}, {'acteurRef': 'PA795884', 'presence': 'présent'}, {'acteurRef': 'PA795010', 'presence': 'présent'}, {'acteurRef': 'PA267081', 'presence': 'présent'}, {'acteurRef': 'PA736223', 'presence': 'présent'}, {'acteurRef': 'PA775238', 'presence': 'présent'}, {'acteurRef': 'PA719186', 'presence': 'présent'}, {'acteurRef': 'PA736246', 'presence': 'présent'}, {'acteurRef': 'PA795912', 'presence': 'absent'}, {'acteurRef': 'PA605888', 'presence': 'présent'}, {'acteurRef': 'PA736165', 'presence': 'présent'}, {'acteurRef': 'PA429844', 'presence': 'présent'}, {'acteurRef': 'PA703518', 'presence': 'présent'}, {'acteurRef': 'PA333421', 'presence': 'absent'}, {'acteurRef': 'PA795050', 'presence': 'présent'}, {'acteurRef': 'PA720480', 'presence': 'absent'}, {'acteurRef': 'PA606375', 'presence': 'présent'}, {'acteurRef': 'PA736239', 'presence': 'présent'}, {'acteurRef': 'PA795350', 'presence': 'absent'}, {'acteurRef': 'PA331582', 'presence': 'présent'}, {'acteurRef': 'PA721474', 'presence': 'présent'}]",
RUANR5L16S2023IDC446486,,,,PO805243,"[{'acteurRef': 'PA793992', 'presence': 'absent'}, {'acteurRef': 'PA795144', 'presence': 'présent'}, {'acteurRef': 'PA793560', 'presence': 'absent'}, {'acteurRef': 'PA342415', 'presence': 'présent'}, {'acteurRef': 'PA309643', 'presence': 'absent'}, {'acteurRef': 'PA720162', 'presence': 'absent'}, {'acteurRef': 'PA795990', 'presence': 'absent'}, {'acteurRef': 'PA719890', 'presence': 'absent'}, {'acteurRef': 'PA791812', 'presence': 'absent'}, {'acteurRef': 'PA794222', 'presence': 'absent'}, {'acteurRef': 'PA330909', 'presence': 'présent'}, {'acteurRef': 'PA793476', 'presence': 'absent'}, {'acteurRef': 'PA795200', 'presence': 'absent'}, {'acteurRef': 'PA793246', 'presence': 'présent'}, {'acteurRef': 'PA718674', 'presence': 'présent'}, {'acteurRef': 'PA722202', 'presence': 'absent'}, {'acteurRef': 'PA794146', 'presence': 'présent'}, {'acteurRef': 'PA795516', 'presence': 'absent'}, {'acteurRef': 'PA794590', 'presence': 'absent'}, {'acteurRef': 'PA677483', 'presence': 'absent'}, {'acteurRef': 'PA719436', 'presence': 'absent'}, {'acteurRef': 'PA719882', 'presence': 'absent'}, {'acteurRef': 'PA721976', 'presence': 'absent'}, {'acteurRef': 'PA607619', 'presence': 'absent'}, {'acteurRef': 'PA721916', 'presence': 'absent'}, {'acteurRef': 'PA609590', 'presence': 'excusé'}, {'acteurRef': 'PA795528', 'presence': 'absent'}, {'acteurRef': 'PA721314', 'presence': 'présent'}, {'acteurRef': 'PA795778', 'presence': 'absent'}, {'acteurRef': 'PA794166', 'presence': 'absent'}, {'acteurRef': 'PA793194', 'presence': 'absent'}]",CRCANR5L16S2023PO805243N021
RUANR5L16S2022IDC445264,,,,PO59051,"[{'acteurRef': 'PA719866', 'presence': 'présent'}, {'acteurRef': 'PA719146', 'presence': 'présent'}, {'acteurRef': 'PA793278', 'presence': 'présent'}, {'acteurRef': 'PA721158', 'presence': 'présent'}, {'acteurRef': 'PA719558', 'presence': 'présent'}, {'acteurRef': 'PA793374', 'presence': 'présent'}, {'acteurRef': 'PA642847', 'presence': 'présent'}, {'acteurRef': 'PA774109', 'presence': 'absent'}, {'acteurRef': 'PA720430', 'presence': 'présent'}, {'acteurRef': 'PA721410', 'presence': 'présent'}, {'acteurRef': 'PA793844', 'presence': 'présent'}, {'acteurRef': 'PA721816', 'presence': 'absent'}, {'acteurRef': 'PA606507', 'presence': 'présent'}, {'acteurRef': 'PA330008', 'presence': 'présent'}, {'acteurRef': 'PA721336', 'presence': 'présent'}, {'acteurRef': 'PA795508', 'presence': 'présent'}, {'acteurRef': 'PA267429', 'presence': 'présent'}, {'acteurRef': 'PA330240', 'presence': 'présent'}, {'acteurRef': 'PA795136', 'presence': 'présent'}, {'acteurRef': 'PA793928', 'presence': 'présent'}, {'acteurRef': 'PA721094', 'presence': 'présent'}, {'acteurRef': 'PA721896', 'presence': 'présent'}, {'acteurRef': 'PA719938', 'presence': 'absent'}, {'acteurRef': 'PA796132', 'presence': 'présent'}, {'acteurRef': 'PA793832', 'presence': 'présent'}, {'acteurRef': 'PA266797', 'presence': 'présent'}, {'acteurRef': 'PA721296', 'presence': 'présent'}, {'acteurRef': 'PA721880', 'presence': 'présent'}, {'acteurRef': 'PA793218', 'presence': 'présent'}, {'acteurRef': 'PA795958', 'presence': 'présent'}, {'acteurRef': 'PA722150', 'presence': 'présent'}, {'acteurRef': 'PA793632', 'presence': 'présent'}, {'acteurRef': 'PA794022', 'presence': 'présent'}, {'acteurRef': 'PA719874', 'presence': 'présent'}, {'acteurRef': 'PA267901', 'presence': 'excusé'}, {'acteurRef': 'PA335054', 'presence': 'présent'}, {'acteurRef': 'PA795998', 'presence': 'présent'}, {'acteurRef': 'PA794130', 'presence': 'présent'}, {'acteurRef': 'PA721984', 'presence': 'absent'}, {'acteurRef': 'PA721466', 'presence': 'présent'}, {'acteurRef': 'PA795746', 'presence': 'présent'}, {'acteurRef': 'PA721852', 'presence': 'présent'}, {'acteurRef': 'PA796026', 'presence': 'présent'}, {'acteurRef': 'PA793290', 'presence': 'présent'}, {'acteurRef': 'PA794838', 'presence': 'présent'}, {'acteurRef': 'PA721932', 'presence': 'absent'}, {'acteurRef': 'PA795636', 'presence': 'présent'}, {'acteurRef': 'PA794114', 'presence': 'présent'}, {'acteurRef': 'PA342384', 'presence': 'présent'}, {'acteurRef': 'PA720976', 'presence': 'présent'}, {'acteurRef': 'PA794322', 'presence': 'présent'}, {'acteurRef': 'PA720370', 'presence': 'présent'}, {'acteurRef': 'PA720908', 'presence': 'présent'}, {'acteurRef': 'PA721960', 'presence': 'présent'}, {'acteurRef': 'PA719202', 'presence': 'présent'}, {'acteurRef': 'PA718784', 'presence': 'absent'}, {'acteurRef': 'PA2449', 'presence': 'présent'}, {'acteurRef': 'PA796062', 'presence': 'présent'}, {'acteurRef': 'PA719600', 'presence': 'présent'}, {'acteurRef': 'PA795270', 'presence': 'présent'}, {'acteurRef': 'PA793306', 'presence': 'présent'}, {'acteurRef': 'PA720100', 'presence': 'présent'}, {'acteurRef': 'PA795966', 'presence': 'présent'}, {'acteurRef': 'PA722398', 'presence': 'présent'}, {'acteurRef': 'PA794778', 'presence': 'présent'}, {'acteurRef': 'PA795876', 'presence': 'présent'}, {'acteurRef': 'PA795410', 'presence': 'présent'}, {'acteurRef': 'PA722292', 'presence': 'présent'}, {'acteurRef': 'PA340343', 'presence': 'présent'}, {'acteurRef': 'PA721314', 'presence': 'présent'}, {'acteurRef': 'PA720960', 'presence': 'présent'}, {'acteurRef': 'PA794930', 'presence': 'présent'}, {'acteurRef': 'PA794106', 'presence': 'présent'}, {'acteurRef': 'PA721584', 'presence': 'présent'}, {'acteurRef': 'PA608695', 'presence': 'absent'}, {'acteurRef': 'PA794494', 'presence': 'présent'}, {'acteurRef': 'PA721262', 'presence': 'absent'}, {'acteurRef': 'PA2952', 'presence': 'absent'}]",CRCANR5L16S2022PO59051N003
