@xmlns,@xmlns:xsi,@xsi:type,uid,codeType,libelle,libelleEdition,libelleAbrege,libelleAbrev,viMoDe,organeParent,chambre,regime,legislature,regimeJuridique,siteInternet,nombreReunionsAnnuelles,secretariat,listePays,positionPolitique,preseance,couleurAssociee
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeExtraParlementaire_type,PO804597,ORGEXTPARL,Conseil d’administration de l’Institut français,,CA Institut français,273,"{'dateDebut': None, 'dateAgrement': None, 'dateFin': None}",,,,,"article 9 de la loi n° 2010-873 du 27 juillet 2010, relative à l’action extérieure de l’État",,,,,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeParlementaireInternational,PO808061,GA,France-Québec,de France-Québec,Québec,QUE,"{'dateDebut': None, 'dateAgrement': '2022-06-22', 'dateFin': None}",,,5ème République,16,,,,"{'secretaire01': 'M. Antoine Papalia', 'secretaire02': None}",{'paysRef': 'GOP759827'},,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeExtraParlementaire_type,PO60185,ORGEXTPARL,Commission nationale de l'informatique et des libertés (CNIL),de la Commission nationale de l'informatique et des libertés (CNIL),Informatique et Libertés,42,"{'dateDebut': '1978-01-06', 'dateAgrement': None, 'dateFin': None}",,,5ème République,,Article 13 de la loi n° 78-17 du 6 janvier 1978,https://www.cnil.fr/fr/la-cnil/membres,,,,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeExterne_Type,PO769950,DELEGSENAT,Commission de vérification des fonds spéciaux,,Commission de vérification des fonds spéciaux,CVFSD,"{'dateDebut': '2002-01-01', 'dateAgrement': None, 'dateFin': None}",,,,,,,,,,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeExterne_Type,PO791619,MINISTERE,Ministère de la culture,de la culture,Culture,MIC,"{'dateDebut': '2022-05-21', 'dateAgrement': None, 'dateFin': None}",PO791579,,,,,,,,,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeExtraParlementaire_type,PO382559,ORGEXTPARL,Haut comité pour la transparence et l'information sur la sécurité nucléaire,du Haut comité pour la transparence et l'information sur la sécurité nucléaire,Sécurité nucléaire,233,"{'dateDebut': '2006-12-15', 'dateAgrement': None, 'dateFin': None}",,,5ème République,,Article L. 125-37 du code de l’environnement,http://www.hctisn.fr/rubrique.php3?id_rubrique=3,,,,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeParlementaire_Type,PO675659,DELEG,Délégation aux outre-mer,de la délégation aux outre-mer,Délégation aux outre-mer,OM,"{'dateDebut': '2012-07-17', 'dateAgrement': None, 'dateFin': None}",,,5ème République,,,,,"{'secretaire01': 'M. Pierre Jouin', 'secretaire02': None}",,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeParlementaireInternational,PO807588,GA,France-Tunisie,de France-Tunisie,Tunisie,TUN,"{'dateDebut': None, 'dateAgrement': '2022-06-22', 'dateFin': None}",,,5ème République,16,,,,"{'secretaire01': 'Mme Leyla Arslan', 'secretaire02': None}",{'paysRef': 'GOP756540'},,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeParlementaireInternational,PO808257,GA,France-Cap-Vert,de France-Cap-Vert,Cap-Vert,CAPV,"{'dateDebut': None, 'dateAgrement': '2022-06-22', 'dateFin': None}",,,5ème République,16,,,,"{'secretaire01': 'M. Thomas Laudignon', 'secretaire02': None}",{'paysRef': 'GOP756549'},,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeExterne_Type,PO806426,PARPOL,Alliance centriste,,Alliance centriste,ALCEN,"{'dateDebut': None, 'dateAgrement': None, 'dateFin': None}",,,,,,,,,,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeExterne_Type,PO806434,PARPOL,Parti progressiste démocratique guadeloupéen,,Parti progressiste démocratique guadeloupéen,PPROG,"{'dateDebut': None, 'dateAgrement': None, 'dateFin': None}",,,,,,,,,,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeExtraParlementaire_type,PO709190,ORGEXTPARL,Conseil supérieur de la construction et de l'efficacité énergétique,du Conseil supérieur de la construction et de l'efficacité énergétique,Construction et efficacité énergétique,334,"{'dateDebut': '2015-03-23', 'dateAgrement': None, 'dateFin': None}",,,5ème République,,Articles L. 142-5 et D. 142-16 du code de la construction et de l'habitation,http://www.cohesion-territoires.gouv.fr/conseil-superieur-de-la-construction-et-de-l-efficacite-energetique-cscee,11,,,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeParlementaire_Type,PO807101,GE,Littoral,LITTORAL,LITTORAL,LITTORAL,"{'dateDebut': None, 'dateAgrement': '2022-12-07', 'dateFin': None}",,,5ème République,16,,,,"{'secretaire01': 'M. Jean Gaudioso', 'secretaire02': None}",,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeExterne_Type,PO77710,GROUPESENAT,Groupe socialiste et républicain,du groupe socialiste et républicain,Socialiste et républicain,SOCPO,"{'dateDebut': '1980-09-28', 'dateAgrement': None, 'dateFin': None}",,,,,,,,,,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeParlementaireInternational,PO807733,GA,France-Cambodge,de France-Cambodge,Cambodge,CAMB,"{'dateDebut': None, 'dateAgrement': '2022-06-22', 'dateFin': None}",,,5ème République,16,,,,"{'secretaire01': 'M. Pierre-Nicolas Guesdon', 'secretaire02': None}",{'paysRef': 'GOP756466'},,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeExtraParlementaire_type,PO60248,ORGEXTPARL,Conseil national de l'enseignement supérieur et de la recherche,du Conseil national de l'enseignement supérieur et de la recherche,Enseignement supérieur,108,"{'dateDebut': '1989-01-02', 'dateAgrement': None, 'dateFin': None}",,,5ème République,,Article L. 232-1 du code de l’éducation,http://www.enseignementsup-recherche.gouv.fr/cid53497/le-conseil-national-de-l-enseignement-superieur-et-de-la-recherche-cneser.html,20,,,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeExtraParlementaire_type,PO60175,ORGEXTPARL,Comité consultatif national d'éthique pour les sciences de la vie et de la santé,du Comité consultatif national d'éthique pour les sciences de la vie et de la santé,Éthique pour sciences de la vie et de la santé,30,"{'dateDebut': '1983-02-23', 'dateAgrement': None, 'dateFin': None}",,,5ème République,,Article L. 1412-2 du code de la santé publique,http://www.ccne-ethique.fr/fr/pages/les-membres,,,,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeParlementaire_Type,PO810756,GE,Simplification administrative,SIMPLIFICATION ADMINISTRATIVE,SIMPLIFICATION ADMINISTRATIVE,SIMPLIFADM,"{'dateDebut': None, 'dateAgrement': '2022-12-07', 'dateFin': None}",,,5ème République,16,,,,"{'secretaire01': 'M. Jan Bediat', 'secretaire02': None}",,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeParlementaire_Type,PO802288,CMP,Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi portant diverses dispositions d’adaptation au droit de l’Union européenne en matière de prévention de la diffusion de contenus à caractère terroriste en ligne,de la commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi portant diverses dispositions d’adaptation au droit de l’Union européenne en matière de prévention de la diffusion de contenus à caractère terroriste en ligne,DDADUE Terrorisme en ligne,142,"{'dateDebut': '2022-07-13', 'dateAgrement': None, 'dateFin': '2022-07-27'}",,,5ème République,16,,,,"{'secretaire01': None, 'secretaire02': None}",,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeExtraParlementaire_type,PO709202,ORGEXTPARL,Commission nationale de la déontologie et des alertes en matière de santé publique et d'environnement,de la Commission nationale de la déontologie et des alertes en matière de santé publique et d'environnement,Déontologie et alertes,339,"{'dateDebut': '2014-12-26', 'dateAgrement': None, 'dateFin': None}",,,5ème République,,Article 5 de la loi n° 2013-316 du 16 avril 2013,,0,,,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeExtraParlementaire_type,PO717335,ORGEXTPARL,Conseil d'administration de l'Office français de l'immigration et de l'intégration,,CA Office française immigration et intégration,343,"{'dateDebut': '2015-07-29', 'dateAgrement': None, 'dateFin': None}",,,5ème République,,Article L. 5223-3 du code du travail,http://www.ofii.fr/qui-sommes-nous/organisation,,,,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeParlementaireInternational,PO807241,GA,France-Azerbaïdjan,de France-Azerbaïdjan,Azerbaïdjan,AZE,"{'dateDebut': None, 'dateAgrement': '2022-06-22', 'dateFin': None}",,,5ème République,16,,,,"{'secretaire01': 'M. Tomas Aparisi de Lannoy', 'secretaire02': None}",{'paysRef': 'GOP756482'},,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeParlementaire_Type,PO810699,GE,Ouïghours,OUÏGHOURS,OUÏGHOURS,OUIGHOURS,"{'dateDebut': None, 'dateAgrement': '2022-12-07', 'dateFin': None}",,,5ème République,16,,,,"{'secretaire01': 'M. Roman Rousset', 'secretaire02': None}",,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeParlementaireInternational,PO807537,GEVI,Groupe d'études à vocation internationale France-Syrie,de France-Groupe d'études à vocation internationale sur la Syrie,Syrie,SYR,"{'dateDebut': None, 'dateAgrement': '2022-06-22', 'dateFin': None}",,,5ème République,16,,,,"{'secretaire01': 'M. Bruno Legrain', 'secretaire02': None}",{'paysRef': 'GOP756446'},,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeParlementaire_Type,PO822133,CMP,Commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi portant fusion des filières à responsabilité élargie des producteurs d’emballages ménagers et des producteurs de papier,de la commission mixte paritaire chargée de proposer un texte sur les dispositions restant en discussion de la proposition de loi portant fusion des filières à responsabilité élargie des producteurs d’emballages ménagers et des producteurs de papier,Fusion des filières emballages et papier,676,"{'dateDebut': '2023-03-22', 'dateAgrement': None, 'dateFin': '2023-04-13'}",,,5ème République,16,,,,"{'secretaire01': None, 'secretaire02': None}",,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeExtraParlementaire_type,PO717423,ORGEXTPARL,"Haut Conseil de la famille, de l'enfance et de l'âge – Famille",,"Haut Conseil famille, formation famille",375,"{'dateDebut': '2016-10-25', 'dateAgrement': None, 'dateFin': None}",,,5ème République,,Article L. 142-1 du code de l'action sociale et des familles,http://www.hcfea.fr/,1,,,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeParlementaire_Type,PO807371,GE,Cancer,CANCER,CANCER,CANCER,"{'dateDebut': None, 'dateAgrement': '2022-12-07', 'dateFin': None}",,,5ème République,16,,,,"{'secretaire01': 'M. Maxime Giletta', 'secretaire02': None}",,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeExtraParlementaire_type,PO415444,ORGEXTPARL,Comité national de l'eau,du Comité national de l'eau,Eau,245,"{'dateDebut': None, 'dateAgrement': None, 'dateFin': None}",,,,,Article L. 213-1 du code de l’environnement,,4,,,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeExtraParlementaire_type,PO711487,ORGEXTPARL,"Observatoire des espaces naturels, agricoles et forestiers","de l'Observatoire des espaces naturels, agricoles et forestiers",Observatoire espaces naturels,344,"{'dateDebut': '2015-06-29', 'dateAgrement': None, 'dateFin': None}",,,5ème République,,Article L. 112-1 du code rural et de la pêche maritime,http://agriculture.gouv.fr/observatoire-des-espaces-naturels-agricoles-et-forestiers-oenaf,2,,,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeExtraParlementaire_type,PO60260,ORGEXTPARL,Conseil d'administration de l'Agence de l'environnement et de la maîtrise de l'énergie,du conseil d'administration de l'Agence de l'environnement et de la maîtrise de l'énergie,Environnement et maîtrise de l'énergie,120,"{'dateDebut': '1990-12-19', 'dateAgrement': None, 'dateFin': None}",,,5ème République,,Article L. 131-4 du code de l’environnement,http://www.ademe.fr/connaitre/presentation-lademe/instances-statut-lademe,,,,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeExtraParlementaire_type,PO60297,ORGEXTPARL,Commission consultative du secret de la défense nationale,de la Commission consultative du secret de la défense nationale,"Défense, secret de",158,"{'dateDebut': '1998-07-08', 'dateAgrement': None, 'dateFin': None}",,,5ème République,,Article L. 2312-2 du code de la défense,https://www.defense.gouv.fr/sga/le-sga-en-action/droit-et-defense/secret-defense/secret-defense,,,,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeExterne_Type,PO77707,GROUPESENAT,communiste républicain et citoyen,du groupe communiste républicain et citoyen,Communiste,CRCPO,"{'dateDebut': '1992-10-02', 'dateAgrement': None, 'dateFin': None}",,,,,,,,,,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeParlementaireInternational,PO807311,GA,France-Bosnie-Herzégovine,de France-Bosnie-Herzégovine,Bosnie-Herzégovine,BHZ,"{'dateDebut': None, 'dateAgrement': '2022-06-22', 'dateFin': None}",,,5ème République,16,,,,"{'secretaire01': 'M. Simon Revol', 'secretaire02': None}",{'paysRef': 'GOP756409'},,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeExterne_Type,PO801887,MINISTERE,"Ministère auprès du ministre de la transition écologique et de la cohésion des territoires, chargé des transports","auprès du ministre de la transition écologique et de la cohésion des territoires, chargé des transports",Transports,TRANS,"{'dateDebut': '2022-07-05', 'dateAgrement': None, 'dateFin': None}",PO791579,,,,,,,,,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeParlementaireInternational,PO807981,GA,France-Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,de France-Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,Royaume-Uni de Grande-Bretagne et d'Irlande du Nord,GB,"{'dateDebut': None, 'dateAgrement': '2022-06-22', 'dateFin': None}",,,5ème République,16,,,,"{'secretaire01': 'Mme Anaïs Polycarpe', 'secretaire02': None}",,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeExtraParlementaire_type,PO540562,ORGEXTPARL,Conseil d'administration de Campus France,du conseil d'administration de Campus France,Campus France,292,"{'dateDebut': '2011-12-30', 'dateAgrement': None, 'dateFin': None}",,,5ème République,,Article 6 de la loi n° 2010-873 du 27 juillet 2010,https://www.campusfrance.org/fr/organisation-conseils-organigramme,,,,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeExtraParlementaire_type,PO395489,ORGEXTPARL,Conseil de l'immobilier de l'Etat,du Conseil de l'immobilier de l'Etat,Immobilier de l'Etat,236,"{'dateDebut': '2006-10-16', 'dateAgrement': None, 'dateFin': None}",,,5ème République,,Article L. 4211-1 du code général de la propriété des personnes publiques,https://www.economie.gouv.fr/cie/conseil-limmobilier-letat-2,19,,,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,GroupePolitique_type,PO800490,GP,La France insoumise - Nouvelle Union Populaire écologique et sociale,du groupe La France insoumise - Nouvelle Union Populaire écologique et sociale,LFI - NUPES,LFI-NUPES,"{'dateDebut': '2022-06-28', 'dateAgrement': None, 'dateFin': None}",,,5ème République,16,,,,"{'secretaire01': None, 'secretaire02': None}",,Opposition,3,#E42313
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeParlementaire_Type,PO804378,MISINFO,Mission d'application de la loi n°2022-268 du 28 février 2022 visant à simplifier l'accès des experts forestiers aux données cadastrales,de la mission d'application de la loi n°2022-268 du 28 février 2022 visant à simplifier l'accès des experts forestiers aux données cadastrales,Application loi accès experts forestiers cadastre,FORETCADAS,"{'dateDebut': '2022-09-14', 'dateAgrement': None, 'dateFin': '2022-10-05'}",PO419610,,5ème République,16,,,,"{'secretaire01': None, 'secretaire02': None}",,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeExtraParlementaire_type,PO717347,ORGEXTPARL,Conseil d'administration du Fonds national des aides à la pierre,,Fonds national aide à la pierre,349,"{'dateDebut': '2016-12-29', 'dateAgrement': None, 'dateFin': None}",,,5ème République,,Article L. 435-1 du code de la construction et de l'habitation,https://www.anil.org/documentation-experte/analyses-juridiques-jurisprudence/analyses-juridiques/analyses-juridiques-2016/fonds-national-des-aides-a-la-pierre/,,,,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeParlementaireInternational,PO807790,GEVI,Groupe d'études à vocation internationale sur la Libye,de Groupe d'études à vocation internationale sur la Libye,Libye,LIBY,"{'dateDebut': None, 'dateAgrement': '2022-06-22', 'dateFin': None}",,,5ème République,16,,,,"{'secretaire01': 'Mme Natacha Barcelo', 'secretaire02': None}",{'paysRef': 'GOP756507'},,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeParlementaireInternational,PO807926,GA,France-Sénégal,de France-Sénégal,Sénégal,SEN,"{'dateDebut': None, 'dateAgrement': '2022-06-22', 'dateFin': None}",,,5ème République,16,,,,"{'secretaire01': 'Mme Alizée Trillo', 'secretaire02': None}",{'paysRef': 'GOP756530'},,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeParlementaire_Type,PO807548,GE,Vie associative et bénévolat,VIE ASSOCIATIVE ET BÉNÉVOLAT,VIE ASSOCIATIVE ET BÉNÉVOLAT,VIEASSOCIA,"{'dateDebut': None, 'dateAgrement': '2022-12-07', 'dateFin': None}",,,5ème République,16,,,,"{'secretaire01': 'M. Thomas del Vecchio', 'secretaire02': None}",,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeParlementaireInternational,PO807181,GA,France-Venezuela,de France-Venezuela,Venezuela,VEN,"{'dateDebut': None, 'dateAgrement': '2022-06-22', 'dateFin': None}",,,5ème République,16,,,,"{'secretaire01': 'Mme Blandine Le Gall', 'secretaire02': None}",{'paysRef': 'GOP756575'},,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeExtraParlementaire_type,PO769401,ORGEXTPARL,Conseil national de l'air,,Conseil national de l'air,386,"{'dateDebut': '2018-08-03', 'dateAgrement': None, 'dateFin': None}",,,5ème République,,Article L. 221-6-1 du code de l'environnement,,0,,,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeExtraParlementaire_type,PO218806,ORGEXTPARL,Comité national de l'initiative française pour les récifs coralliens,du Comité national de l'initiative française pour les récifs coralliens,Récifs coralliens,169,"{'dateDebut': '2000-07-07', 'dateAgrement': None, 'dateFin': None}",,,5ème République,,Article L. 213-20-1 du code de l'environnement,,,,,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeParlementaire_Type,PO804929,MISINFO,Mission d’information sur les retombées des Jeux olympiques et paralympiques de 2024 sur le tissu économique et associatif local,,retombées JOP 2024 sur le tissu économique et associatif,JOP2024,"{'dateDebut': '2022-09-21', 'dateAgrement': None, 'dateFin': None}",PO419604,,5ème République,16,,,,"{'secretaire01': None, 'secretaire02': None}",,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeParlementaire_Type,PO802614,DELEGBUREAU,Délégation chargée de l’application du statut du député,de la délégation chargée de l’application du statut du député,Statut du député,DEP,"{'dateDebut': '2022-07-20', 'dateAgrement': None, 'dateFin': None}",,,5ème République,16,,,,"{'secretaire01': None, 'secretaire02': None}",,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeParlementaire_Type,PO807261,GE,"Arctique, Antarctique, Terres australes et antarctiques françaises et grands fonds océaniques","ARCTIQUE, ANTARCTIQUE, TERRES AUSTRALES ET ANTARCTIQUES FRANÇAISES ET GRANDS FONDS OCÉANIQUES","ARCTIQUE, ANTARCTIQUE, TERRES AUSTRALES ET ANTARCTIQUES FRANÇAISES, GRANDS FONDS",ARCTIQUE,"{'dateDebut': None, 'dateAgrement': '2022-12-07', 'dateFin': None}",,,5ème République,16,,,,"{'secretaire01': 'M. Louis Ribout', 'secretaire02': None}",,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,GroupePolitique_type,PO800532,GP,"Libertés, Indépendants, Outre-mer et Territoires","du groupe Libertés, Indépendants, Outre-mer et Territoires",LIOT,LIOT,"{'dateDebut': '2022-06-28', 'dateAgrement': None, 'dateFin': None}",,,5ème République,16,,,,"{'secretaire01': None, 'secretaire02': None}",,Opposition,10,#F8D434
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeExterne_Type,PO806440,PARPOL,Réunion libre,,Réunion libre,REULI,"{'dateDebut': None, 'dateAgrement': None, 'dateFin': None}",,,,,,,,,,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeParlementaire_Type,PO810772,GE,VIH et Sida,VIH ET SIDA,VIH ET SIDA,VIHSIDA,"{'dateDebut': None, 'dateAgrement': '2022-12-07', 'dateFin': None}",,,5ème République,16,,,,"{'secretaire01': 'M. François-Xavier Carabelli', 'secretaire02': None}",,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeExtraParlementaire_type,PO394842,ORGEXTPARL,Conseil d'administration de l'Office français de protection des réfugiés et apatrides,du conseil d'administration de l'Office français de protection des réfugiés et apatrides,Réfugiés et apatrides,196,"{'dateDebut': None, 'dateAgrement': None, 'dateFin': None}",,,,,Article L. 722-1 du code de l’entrée et du séjour des étrangers et du droit d’asile,https://www.ofpra.gouv.fr/fr/l-ofpra/organisation/le-conseil-d-administration,,,,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeParlementaire_Type,PO817720,CNPE,"Commission d’enquête relative aux révélations des Uber Files : l’ubérisation, son lobbying et ses conséquences","de la commission d’enquête relative aux révélations des Uber Files : l’ubérisation, son lobbying et ses conséquences",Commission d’enquête Uber Files,CEUBERFIL,"{'dateDebut': '2023-01-24', 'dateAgrement': None, 'dateFin': None}",,,5ème République,16,,,,"{'secretaire01': None, 'secretaire02': None}",,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeParlementaireInternational,PO808277,GA,France-Lituanie,de France-Lituanie,Lituanie,LITU,"{'dateDebut': None, 'dateAgrement': '2022-06-22', 'dateFin': None}",,,5ème République,16,,,,"{'secretaire01': 'M. Roland Beaume', 'secretaire02': None}",{'paysRef': 'GOP756400'},,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeParlementaire_Type,PO804316,MISINFO,Mission d'application de la loi n° 2021-1539 du 30 novembre 2021 visant à lutter contre la maltraitance animale et conforter le lien entre les animaux et les hommes,de la mission d'application de la loi n° 2021-1539 du 30 novembre 2021 visant à lutter contre la maltraitance animale et conforter le lien entre les animaux et les hommes,Application loi lutte contre maltraitance animale,MAL ANIMAL,"{'dateDebut': '2022-09-13', 'dateAgrement': None, 'dateFin': '2022-12-14'}",PO419610,,5ème République,16,,,,"{'secretaire01': None, 'secretaire02': None}",,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeExtraParlementaire_type,PO717436,ORGEXTPARL,Commission départementale prévue à l'article L. 2334-37 du code général des collectivités territoriales,,Commission chargée de la DETR,357,"{'dateDebut': '2016-12-29', 'dateAgrement': None, 'dateFin': None}",,,5ème République,,Article L. 2334-37 du code général des collectivités territoriales,https://www.collectivites-locales.gouv.fr/dotation-dequipement-des-territoires-ruraux-detr,,,,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeExterne_Type,PO420388,DELEGSENAT,Délégation sénatoriale à la prospective,de la délégation sénatoriale à la prospective,Délégation sénatoriale à la prospective,PROSD,"{'dateDebut': '2009-04-07', 'dateAgrement': None, 'dateFin': None}",,,,,,,,,,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeParlementaireInternational,PO808231,GA,France-Equateur,de France-Equateur,Equateur,EQU,"{'dateDebut': None, 'dateAgrement': '2022-06-22', 'dateFin': None}",,,5ème République,16,,,,"{'secretaire01': 'Mme Blandine Le Gall', 'secretaire02': None}",{'paysRef': 'GOP756571'},,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeParlementaire_Type,PO810607,GE,Alzheimer,ALZHEIMER,ALZHEIMER,ALZHEIMER,"{'dateDebut': None, 'dateAgrement': '2022-12-07', 'dateFin': None}",,,5ème République,16,,,,"{'secretaire01': 'Mme Manon Biganzoli', 'secretaire02': None}",,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeParlementaire_Type,PO201115,API,Section française de l'Assemblée parlementaire de la francophonie (A.P.F.),de la section française de l'Assemblée parlementaire de la francophonie,APF,APF,"{'dateDebut': '1998-07-09', 'dateAgrement': None, 'dateFin': None}",,,5ème République,,,,,"{'secretaire01': 'M. Frédéric Taillet', 'secretaire02': None}",,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeExtraParlementaire_type,PO60235,ORGEXTPARL,Conseil national de la montagne,du Conseil national de la montagne,Montagne,95,"{'dateDebut': '1985-01-19', 'dateAgrement': None, 'dateFin': None}",,,5ème République,,"""Article 6 de la loi n° 85-30 du 9 janvier 1985""",http://www.cget.gouv.fr/montagne/conseil-national-de-montagne,3,,,,,
http://schemas.assemblee-nationale.fr/referentiel,http://www.w3.org/2001/XMLSchema-instance,OrganeExtraParlementaire_type,PO804606,ORGEXTPARL,Conseil d’administration de la société France Télévisions,,France Télévisions,167,"{'dateDebut': None, 'dateAgrement': None, 'dateFin': None}",,,,,article 47-1 de la loi n° 86-1067 du 30 septembre 1986,,,,,,,
