scrutin,Gauche démocrate et républicaine - NUPES,La France insoumise - Nouvelle Union Populaire écologique et sociale,Socialistes et apparentés (membre de l’intergroupe NUPES),Écologiste - NUPES,alignement,objet,type,date,motion_censure
VTANR5L16V1420,contre,contre,abstention,contre,False,l'amendement n° 1247 du Gouvernement et l'amendement identique suivant après l'article premier de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-12,False
VTANR5L16V1419,pour,pour,pour,pour,True,l'amendement n° 220 de M. Neuder et les amendements identiques suivants après l'article premier de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-12,False
VTANR5L16V1418,contre,contre,contre,contre,True,l'article premier de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-12,False
VTANR5L16V1417,pour,pour,pour,pour,True,l'amendement n° 385 de Mme Corneloup et l'amendement identique suivant à l'article premier de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-12,False
VTANR5L16V1414,pour,pour,pour,pour,True,l'amendement n° 15 de M. Castellani à l'article premier de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-12,False
VTANR5L16V1413,pour,pour,pour,pour,True,l'amendement de suppression n° 14 de M. Panifous et les amendements identiques suivants à l'article premier de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-12,False
VTANR5L16V1412,pour,abstention,pour,pour,False,l'ensemble du projet de loi autorisant la ratification de la résolution A.1152 (32) relative aux amendements à la Convention du 6 mars 1948 portant création de l'Organisation maritime internationale (première lecture).,scrutin public ordinaire,2023-04-12,False
VTANR5L16V1415,,abstention,pour,,False,l'amendement n° 909 de Mme Colombier à l'article premier de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-12,False
VTANR5L16V1441,pour,pour,pour,pour,True,l'amendement n° 140 de M. Viry et les amendements identiques suivants à l'article 4 de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,False
VTANR5L16V1442,,pour,pour,pour,False,l'amendement n° 310 de M. Guedj à l'article 4 de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,False
VTANR5L16V1445,,contre,abstention,abstention,False,l'article 4 de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,False
VTANR5L16V1443,,pour,pour,pour,False,l'amendement n° 670 de Mme Fiat à l'article 4 de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,False
VTANR5L16V1444,,pour,pour,pour,False,l'amendement n° 298 de M. Guedj à l'article 4 de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,False
VTANR5L16V1440,,pour,pour,pour,False,l'amendement n° 299 de M. Guedj à l'article 4 de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,False
VTANR5L16V1439,pour,pour,pour,pour,True,l'amendement de rédaction globale n° 2 de M. Guedj à l'article 4 de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,False
VTANR5L16V1446,,pour,pour,,False,l'article 5 de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,False
VTANR5L16V1449,,pour,pour,pour,False,l'article 5 ter de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,False
VTANR5L16V1448,,abstention,abstention,pour,False,l'article 5 bis de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,False
VTANR5L16V1450,,pour,pour,,False,l'amendement de suppression n° 263 de M. Guedj à l'article 5 quater de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,False
VTANR5L16V1438,,pour,,,False,l'article 3 ter de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,False
VTANR5L16V1451,,contre,pour,abstention,False,l'article 5 quater de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,False
VTANR5L16V1452,,pour,pour,pour,False,l'amendement de suppression n° 274 de M. Guedj et l'amendement identique suivant à l'article 5 quinquies de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,False
VTANR5L16V1453,,abstention,abstention,abstention,False,l'article 5 quinquies de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,False
VTANR5L16V1454,,abstention,abstention,pour,False,l'article 5 sexies de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,False
VTANR5L16V1455,,pour,pour,pour,False,l'article 6 de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,False
VTANR5L16V1447,,pour,pour,pour,False,l'amendement n° 1005 (rect.) de Mme Vidal après l'article 5 de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,False
VTANR5L16V1436,pour,pour,pour,pour,True,l'amendement n° 638 de Mme Fiat après l'article 3 de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,False
VTANR5L16V1434,abstention,pour,pour,pour,False,l'amendement n° 796 de M. Guedj après l'article 3 de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,False
VTANR5L16V1427,pour,pour,pour,pour,True,l'amendement n° 1167 de M. Gernigon et les amendements identiques suivants après l'article 2 de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,False
VTANR5L16V1433,,pour,pour,pour,False,l'amendement n° 532 de Mme Piron après l'article 3 de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,False
VTANR5L16V1432,pour,pour,pour,pour,True,l'amendement n° 1099 de M. Monnet après l'article 3 de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,False
VTANR5L16V1431,pour,pour,pour,pour,True,l'article 3 de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,False
VTANR5L16V1430,,,contre,,False,l'amendement n° 885 de Mme Lavalette à l'article 3 de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,False
VTANR5L16V1428,pour,pour,pour,pour,True,l'amendement n° 87 de M. Guedj et les amendements identiques suivants après l'article 2 de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,False
VTANR5L16V1424,pour,pour,pour,pour,True,l'amendement n° 122 de M. Bazin à l'article 2 de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,False
VTANR5L16V1426,,pour,pour,pour,False,l'amendement n° 76 de M. Guedj après l'article 2 de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,False
VTANR5L16V1425,abstention,abstention,pour,pour,False,l'article 2 de la proposition de loi portant mesures pour bâtir la société du bien vieillir en France (première lecture).,scrutin public ordinaire,2023-04-13,False
VTANR5L16V1475,pour,pour,pour,pour,True,l'amendement n° 8 de M. Martinet à l'article 3 bis de la proposition de loi visant à protéger le groupe Électricité de France d'un démembrement (deuxième lecture).,scrutin public ordinaire,2023-05-04,False
VTANR5L16V1465,contre,contre,contre,contre,True,l'amendement n° 21 de M. Jean-René Cazeneuve et l'amendement identique suivant à l'article 2 de la proposition de loi visant à protéger le groupe Électricité de France d'un démembrement (deuxième lecture).,scrutin public ordinaire,2023-05-04,False
VTANR5L16V1476,contre,contre,contre,contre,True,l'amendement n° 48 de M. Lacresse à l'article 3 bis de la proposition de loi visant à protéger le groupe Électricité de France d'un démembrement (deuxième lecture).,scrutin public ordinaire,2023-05-04,False
VTANR5L16V1461,pour,pour,pour,pour,True,"l'article 3 de la proposition de loi portant abrogation de l'obligation vaccinale contre la covid-19 dans les secteurs médicaux, paramédicaux et d'aide à la personne et visant à la réintégration des professionnels et étudiants suspendus (première lecture).",scrutin public ordinaire,2023-05-04,False
VTANR5L16V1463,contre,abstention,contre,contre,False,l'amendement de rédaction globale n° 11 de M. Sabatou à l'article premier (supprimé) de la proposition de loi visant à protéger le groupe Électricité de France d'un démembrement (deuxième lecture).,scrutin public ordinaire,2023-05-04,False
VTANR5L16V1462,pour,pour,pour,pour,True,"l'ensemble de la proposition de loi portant abrogation de l'obligation vaccinale contre la covid-19 dans les secteurs médicaux, paramédicaux et d'aide à la personne et visant à la réintégration des professionnels et étudiants suspendus (première lecture).",scrutin public ordinaire,2023-05-04,False
VTANR5L16V1464,contre,contre,contre,contre,True,l'amendement de suppression n° 24 de M. Jean-René Cazeneuve et l'amendement identique suivant à l'article 2 de la proposition de loi visant à protéger le groupe Électricité de France d'un démembrement (deuxième lecture).,scrutin public ordinaire,2023-05-04,False
VTANR5L16V1474,pour,pour,pour,pour,True,l'amendement n° 6 de M. Sala à l'article 3 bis de la proposition de loi visant à protéger le groupe Électricité de France d'un démembrement (deuxième lecture).,scrutin public ordinaire,2023-05-04,False
VTANR5L16V1467,contre,contre,contre,contre,True,le sous-amendement n° 62 de M. Sabatou à l'amendement n° 42 de M. Philippe Brun à l'article 2 de la proposition de loi visant à protéger le groupe Électricité de France d'un démembrement (deuxième lecture).,scrutin public ordinaire,2023-05-04,False
