uid,objet,type,date,seance,sort,identiques,amendement,sous_amendement,cr,url_scrutin,url_seance
VTANR5L16V1688,l'amendement n° 1697 de M. Giletti à l'article 3 du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-05-26,RUANR5L16S2023IDS27079,rejeté,False,True,False,CRSANR5L16S2023O1N250,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/1688,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N250
VTANR5L16V1537,l'amendement n° 4 de M. Gillet après l'article 10 de la proposition de loi visant à renforcer la prévention et la lutte contre l'intensification et l'extension du risque incendie (première lecture).,scrutin public ordinaire,2023-05-16,RUANR5L16S2023IDS27060,rejeté,False,True,False,CRSANR5L16S2023O1N235,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/1537,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N235
VTANR5L16V317,l'amendement n° 2829 de M. Bryan Masson après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-14,RUANR5L16S2023IDS26397,rejeté,False,True,False,CRSANR5L16S2023O1N021,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/317,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N021
VTANR5L16V1138,l'amendement n° 6 de M. Frappé après l'article 5 de la proposition de loi relative à la prévention de l'exposition excessive des enfants aux écrans (première lecture).,scrutin public ordinaire,2023-03-07,RUANR5L16S2023IDS26860,rejeté,False,True,False,CRSANR5L16S2023O1N170,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/1138,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N170
VTANR5L16V1125,l'amendement n° 15 de Mme Lavalette à l'article premier de la proposition de loi relative à la prévention de l'exposition excessive des enfants aux écrans (première lecture).,scrutin public ordinaire,2023-03-06,RUANR5L16S2023IDS26858,rejeté,False,True,False,CRSANR5L16S2023O1N167,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/1125,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N167
VTANR5L16V1790,l'amendement n° 15 de Mme Parmentier après l'article 3 de la proposition de loi visant à renforcer la continuité territoriale en Outre-Mer (première lecture).,scrutin public ordinaire,2023-06-08,RUANR5L16S2023IDS27178,rejeté,False,True,False,CRSANR5L16S2023O1N262,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/1790,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N262
VTANR5L16V1363,le sous-amendement n° 103 de M. de Fournas à l'amendement n° 94 du Gouvernement à l'article premier de la proposition de loi visant à mieux manger en soutenant les Français face à l'inflation et en favorisant l'accès à une alimentation saine (première lecture).,scrutin public ordinaire,2023-04-06,RUANR5L16S2023IDS26966,rejeté,False,True,True,CRSANR5L16S2023O1N206,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/1363,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N206
VTANR5L16V819,l'amendement n° 1213 de M. Meizonnet après l'article 28 du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-15,RUANR5L16S2023IDS26641,rejeté,False,True,False,CRSANR5L16S2023O1N104,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/819,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N104
VTANR5L16V820,l'amendement n° 556 de Mme Mathilde Paris après l'article 28 du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-15,RUANR5L16S2023IDS26641,rejeté,False,True,False,CRSANR5L16S2023O1N104,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/820,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N104
VTANR5L16V1458,"l'amendement n° 9 de Mme Paris à l'article premier de la proposition de loi portant abrogation de l'obligation vaccinale contre la covid-19 dans les secteurs médicaux, paramédicaux et d'aide à la personne et visant à la réintégration des professionnels et étudiants suspendus (première lecture).",scrutin public ordinaire,2023-05-04,RUANR5L16S2023IDS27022,rejeté,False,True,False,CRSANR5L16S2023O1N222,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/1458,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N222
VTANR5L16V291,l'amendement n° 556 de M. Lottiaux après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-13,RUANR5L16S2023IDS26394,rejeté,False,True,False,CRSANR5L16S2023O1N018,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/291,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N018
VTANR5L16V1567,le sous-amendement n° 574 de M. Rancoule à l'amendement n° 546 (rect.) du Gouvernement à l'article 34 (examen prioritaire) de la proposition de loi visant à renforcer la prévention et la lutte contre l'intensification et l'extension du risque incendie (première lecture).,scrutin public ordinaire,2023-05-17,RUANR5L16S2023IDS27061,rejeté,False,True,True,CRSANR5L16S2023O1N236,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/1567,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N236
VTANR5L16V843,"la motion de rejet préalable, déposée par Mme Marine Le Pen, de la proposition de loi visant à sécuriser l'approvisionnement des Français en produits de grande consommation (première lecture).",scrutin public ordinaire,2023-01-17,RUANR5L16S2023IDS26690,rejeté,False,False,False,CRSANR5L16S2023O1N120,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/843,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N120
VTANR5L16V901,l'amendement n° 8 de M. Bovet à l'article premier de la proposition de loi portant fusion des filières à responsabilité élargie des producteurs d'emballages ménagers et des producteurs de papier (première lecture).,scrutin public ordinaire,2023-01-31,RUANR5L16S2023IDS26758,rejeté,False,True,False,CRSANR5L16S2023O1N129,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/901,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N129
VTANR5L16V331,l'amendement n° 553 de M. Lottiaux après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-17,RUANR5L16S2023IDS26398,rejeté,False,True,False,CRSANR5L16S2023O1N022,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/331,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N022
VTANR5L16V563,l'amendement n° 651 de M. Houssin à l'article 2 du projet de loi d'orientation et de programmation du ministère de l'intérieur (première lecture).,scrutin public ordinaire,2022-11-14,RUANR5L16S2023IDS26548,rejeté,False,True,False,CRSANR5L16S2023O1N052,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/563,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N052
VTANR5L16V107,l'amendement n° 958 de Mme Le Pen après l'article premier du projet de loi de finances rectificative pour 2022 (première lecture).,scrutin public ordinaire,2022-07-23,RUANR5L16S2022IDS26278,rejeté,False,True,False,CRSANR5L16S2022E1N019,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/107,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2022E1N019
VTANR5L16V693,l'amendement n° 1378 de M. Ballard à l'article 3 (examen prioritaire) du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-07,RUANR5L16S2023IDS26602,rejeté,False,True,False,CRSANR5L16S2023O1N088,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/693,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N088
VTANR5L16V1573,l'amendement n° 187 de Mme Lechanteux après l'article 34 bis (examen prioritaire) de la proposition de loi visant à renforcer la prévention et la lutte contre l'intensification et l'extension du risque incendie (première lecture).,scrutin public ordinaire,2023-05-17,RUANR5L16S2023IDS27061,rejeté,False,True,False,CRSANR5L16S2023O1N236,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/1573,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N236
VTANR5L16V770,l'amendement n° 146 de M. Rancoule après l'article 12 du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-13,RUANR5L16S2023IDS26619,rejeté,False,True,False,CRSANR5L16S2023O1N098,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/770,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N098
VTANR5L16V449,l'amendement n° 380 de M. Lottiaux à l'article 30 et État G de la seconde partie du projet de loi de finances pour 2023 (première lecture) - Mission Culture.,scrutin public ordinaire,2022-10-28,RUANR5L16S2023IDS26421,rejeté,False,True,False,CRSANR5L16S2023O1N039,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/449,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N039
VTANR5L16V464,l'amendement n° 1527 de M. Gillet à l'article 27 et État B de la seconde partie du projet de loi de finances pour 2023 (première lecture) - Mission Outre-Mer.,scrutin public ordinaire,2022-10-28,RUANR5L16S2023IDS26422,rejeté,False,True,False,CRSANR5L16S2023O1N040,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/464,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N040
VTANR5L16V472,l'amendement n° 1528 de M. Gillet à l'article 27 et État B de la seconde partie du projet de loi de finances pour 2023 (première lecture) - Mission Outre-Mer.,scrutin public ordinaire,2022-10-28,RUANR5L16S2023IDS26422,rejeté,False,True,False,CRSANR5L16S2023O1N040,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/472,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N040
VTANR5L16V1301,l'amendement n° 1 de M. Berteloot à l'article premier de la proposition de loi visant à lutter contre le dumping social sur le transmanche (première lecture).,scrutin public ordinaire,2023-03-27,RUANR5L16S2023IDS26938,rejeté,False,True,False,CRSANR5L16S2023O1N192,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/1301,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N192
VTANR5L16V1364,le sous-amendement n° 104 de M. de Fournas à l'amendement n° 94 du Gouvernement à l'article premier de la proposition de loi visant à mieux manger en soutenant les Français face à l'inflation et en favorisant l'accès à une alimentation saine (première lecture).,scrutin public ordinaire,2023-04-06,RUANR5L16S2023IDS26966,rejeté,False,True,True,CRSANR5L16S2023O1N206,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/1364,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N206
VTANR5L16V10,l'amendement n° 43 de M. Pfeffer à l'article 2 du projet de loi maintenant provisoirement un dispositif de veille et de sécurité sanitaire en matière de lutte contre la covid-19 (première lecture).,scrutin public ordinaire,2022-07-12,RUANR5L16S2022IDS26201,rejeté,False,True,False,CRSANR5L16S2022E1N005,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/10,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2022E1N005
VTANR5L16V485,"la motion de censure déposée en application de l'article 49, alinéa 3, de la Constitution par Mme Marine Le Pen et 88 membres de l'Assemblée.",scrutin public solennel,2022-10-31,RUANR5L16S2023IDS26424,rejeté,False,False,False,CRSANR5L16S2023O1N042,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/485,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N042
VTANR5L16V402,l'amendement n° 1414 de M. Schreck à l'article 27 et État B de la seconde partie du projet de loi de finances pour 2023 (première lecture) - Mission Justice,scrutin public ordinaire,2022-10-27,RUANR5L16S2023IDS26418,rejeté,False,True,False,CRSANR5L16S2023O1N036,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/402,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N036
VTANR5L16V212,l'amendement n° 227 de Mme Mélin après l'article premier du projet de loi portant mesures d'urgence relatives au fonctionnement du marché du travail en vue du plein emploi (première lecture).,scrutin public ordinaire,2022-10-05,RUANR5L16S2023IDS26381,rejeté,False,True,False,CRSANR5L16S2023O1N005,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/212,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N005
VTANR5L16V293,l'amendement n° 2736 de M. Tanguy après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-13,RUANR5L16S2023IDS26394,rejeté,False,True,False,CRSANR5L16S2023O1N018,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/293,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N018
VTANR5L16V1522,l'amendement n° 252 de M. Rancoule à l'article 7 bis de la proposition de loi visant à renforcer la prévention et la lutte contre l'intensification et l'extension du risque incendie (première lecture).,scrutin public ordinaire,2023-05-15,RUANR5L16S2023IDS27058,rejeté,False,True,False,CRSANR5L16S2023O1N233,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/1522,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N233
VTANR5L16V1097,"la motion de censure déposée en application de l'article 49, alinéa 2, de la Constitution par Mme Marine Le Pen et 87 de ses collègues.",scrutin public solennel,2023-02-17,RUANR5L16S2023IDS26804,rejeté,False,False,False,CRSANR5L16S2023O1N155,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/1097,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N155
VTANR5L16V673,l'amendement n° 1610 de M. Meurin à l'article 1er CBA du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-07,RUANR5L16S2023IDS26601,rejeté,False,True,False,CRSANR5L16S2023O1N087,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/673,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N087
VTANR5L16V1270,l'amendement n° 757 de M. Lopez-Liguori à l'article 7 du projet de loi relatif aux jeux Olympiques et Paralympiques de 2024 et portant diverses autres dispositions (première lecture).,scrutin public ordinaire,2023-03-23,RUANR5L16S2023IDS26890,adopté,False,True,False,CRSANR5L16S2023O1N188,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/1270,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N188
VTANR5L16V442,l'amendement n° 1690 de M. Jean-Philippe Tanguy à l'article 27 et État B de la seconde partie du projet de loi de finances pour 2023 (première lecture) - Mission Culture.,scrutin public ordinaire,2022-10-28,RUANR5L16S2023IDS26421,rejeté,False,True,False,CRSANR5L16S2023O1N039,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/442,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N039
VTANR5L16V612,l'amendement n° 786 de M. Taverne à l'article premier et rapport annexé du projet de loi d'orientation et de programmation du ministère de l'intérieur (première lecture).,scrutin public ordinaire,2022-11-18,RUANR5L16S2023IDS26551,rejeté,False,True,False,CRSANR5L16S2023O1N062,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/612,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N062
VTANR5L16V1261,l'amendement n° 44 de M. Gillet à l'article 6 du projet de loi relatif aux jeux Olympiques et Paralympiques de 2024 et portant diverses autres dispositions (première lecture).,scrutin public ordinaire,2023-03-22,RUANR5L16S2023IDS26888,rejeté,False,True,False,CRSANR5L16S2023O1N186,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/1261,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N186
VTANR5L16V647,l'amendement n° 111 de M. Berteloot après l'article 5 de la proposition de loi visant à protéger les logements contre l'occupation illicite (première lecture).,scrutin public ordinaire,2022-11-29,RUANR5L16S2023IDS26560,rejeté,False,True,False,CRSANR5L16S2023O1N074,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/647,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N074
VTANR5L16V1536,l'amendement de rédaction globale n° 37 (rect.) de M. de Lépinau à l'article 10 (supprimé) de la proposition de loi visant à renforcer la prévention et la lutte contre l'intensification et l'extension du risque incendie (première lecture).,scrutin public ordinaire,2023-05-16,RUANR5L16S2023IDS27060,rejeté,False,True,False,CRSANR5L16S2023O1N235,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/1536,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N235
VTANR5L16V752,l'amendement n° 2265 de M. Lopez-Liguori à l'article 11 decies C du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-12,RUANR5L16S2023IDS26617,rejeté,False,True,False,CRSANR5L16S2023O1N096,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/752,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N096
VTANR5L16V1246,l'amendement n° 627 de M. Rancoule à l'article premier du projet de loi relatif aux jeux Olympiques et Paralympiques de 2024 et portant diverses autres dispositions (première lecture).,scrutin public ordinaire,2023-03-21,RUANR5L16S2023IDS26887,rejeté,False,True,False,CRSANR5L16S2023O1N185,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/1246,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N185
VTANR5L16V1655,l'amendement n° 352 de M. Jacobelli à l'article 2 et rapport annexé du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-05-26,RUANR5L16S2023IDS27077,rejeté,False,True,False,CRSANR5L16S2023O1N248,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/1655,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N248
VTANR5L16V1184,l'amendement n° 510 de M. Villedieu à l'article 1er D du projet de loi relatif à l'accélération des procédures liées à la construction de nouvelles installations nucléaires à proximité de sites nucléaires existants et au fonctionnement des installations existantes (première lecture).,scrutin public ordinaire,2023-03-14,RUANR5L16S2023IDS26880,rejeté,False,True,False,CRSANR5L16S2023O1N176,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/1184,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N176
VTANR5L16V1143,l'amendement n° 2 de M. Houssin à l'article 2 undecies de la proposition de loi relative au régime juridique des actions de groupe (première lecture).,scrutin public ordinaire,2023-03-08,RUANR5L16S2023IDS26861,rejeté,False,True,False,CRSANR5L16S2023O1N171,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/1143,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N171
VTANR5L16V1612,l'amendement n° 1173 de M. Giletti à l'article 2 et rapport annexé du projet de loi relatif à la programmation militaire pour les années 2024 à 2030 et portant diverses dispositions intéressant la défense (première lecture).,scrutin public ordinaire,2023-05-24,RUANR5L16S2023IDS27072,rejeté,False,True,False,CRSANR5L16S2023O1N243,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/1612,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N243
VTANR5L16V213,l'amendement n° 242 de M. Catteau après l'article premier du projet de loi portant mesures d'urgence relatives au fonctionnement du marché du travail en vue du plein emploi (première lecture).,scrutin public ordinaire,2022-10-05,RUANR5L16S2023IDS26381,rejeté,False,True,False,CRSANR5L16S2023O1N005,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/213,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N005
VTANR5L16V1310,l'amendement n° 20 de M. Berteloot après l'article premier de la proposition de loi visant à lutter contre le dumping social sur le transmanche (première lecture).,scrutin public ordinaire,2023-03-28,RUANR5L16S2023IDS26940,rejeté,False,True,False,CRSANR5L16S2023O1N194,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/1310,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N194
VTANR5L16V1392,l'amendement n° 49 de M. Berteloot après l'article premier de la proposition de loi visant à mieux indemniser les dégâts sur les biens immobiliers causés par le retrait-gonflement de l'argile (première lecture).,scrutin public ordinaire,2023-04-06,RUANR5L16S2023IDS26967,rejeté,False,True,False,CRSANR5L16S2023O1N207,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/1392,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N207
VTANR5L16V420,l'amendement n° 1054 de Mme Le Pen à l'article 27 et État B de la seconde partie du projet de loi de finances pour 2023 (première lecture) - Mission Défense,scrutin public ordinaire,2022-10-27,RUANR5L16S2023IDS26419,rejeté,False,True,False,CRSANR5L16S2023O1N037,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/420,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N037
VTANR5L16V403,l'amendement n° 1882 de M. Schreck à l'article 27 et État B de la seconde partie du projet de loi de finances pour 2023 (première lecture) - Mission Justice,scrutin public ordinaire,2022-10-27,RUANR5L16S2023IDS26418,rejeté,False,True,False,CRSANR5L16S2023O1N036,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/403,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N036
VTANR5L16V1250,l'amendement n° 482 de M. Guitton à l'article 2 du projet de loi relatif aux jeux Olympiques et Paralympiques de 2024 et portant diverses autres dispositions (première lecture).,scrutin public ordinaire,2023-03-21,RUANR5L16S2023IDS26887,rejeté,False,True,False,CRSANR5L16S2023O1N185,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/1250,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N185
VTANR5L16V1020,l'amendement n° 16663 de M. Jean-Philippe Tanguy après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-17,RUANR5L16S2023IDS26802,rejeté,False,True,False,CRSANR5L16S2023O1N153,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/1020,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N153
VTANR5L16V1273,l'amendement n° 70 de M. Gillet à l'article 7 du projet de loi relatif aux jeux Olympiques et Paralympiques de 2024 et portant diverses autres dispositions (première lecture).,scrutin public ordinaire,2023-03-23,RUANR5L16S2023IDS26890,rejeté,False,True,False,CRSANR5L16S2023O1N188,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/1273,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N188
VTANR5L16V428,l'amendement n° 180 de Mme Blanc à l'article 27 et État B de la seconde partie du projet de loi de finances pour 2023 (première lecture) - Mission Culture.,scrutin public ordinaire,2022-10-28,RUANR5L16S2023IDS26420,rejeté,False,True,False,CRSANR5L16S2023O1N038,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/428,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N038
VTANR5L16V266,l'amendement n° 3367 de M. Jean-Philippe Tanguy après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-12,RUANR5L16S2023IDS26391,rejeté,False,True,False,CRSANR5L16S2023O1N015,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/266,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N015
VTANR5L16V785,l'amendement n° 1105 de Mme Laporte à l'article 11 decies du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-14,RUANR5L16S2023IDS26638,rejeté,False,True,False,CRSANR5L16S2023O1N100,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/785,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N100
VTANR5L16V985,l'amendement n° 16634 de M. Jean-Philippe Tanguy après l'article 2 du projet de loi de financement rectificative de la sécurité sociale pour 2023 (première lecture).,scrutin public ordinaire,2023-02-15,RUANR5L16S2023IDS26795,rejeté,False,True,False,CRSANR5L16S2023O1N149,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/985,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N149
VTANR5L16V321,l'amendement n° 3249 de Mme Parmentier après l'article 3 du projet de loi de finances pour 2023 (première lecture).,scrutin public ordinaire,2022-10-14,RUANR5L16S2023IDS26397,rejeté,False,True,False,CRSANR5L16S2023O1N021,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/321,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N021
VTANR5L16V755,l'amendement n° 1796 de M. Bovet à l'article 11 decies C du projet de loi relatif à l'accélération de la production d'énergies renouvelables (première lecture).,scrutin public ordinaire,2022-12-12,RUANR5L16S2023IDS26617,rejeté,False,True,False,CRSANR5L16S2023O1N096,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/755,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N096
VTANR5L16V1123,l'amendement n° 96 de Mme Loir à l'article premier de la proposition de loi relative à la prévention de l'exposition excessive des enfants aux écrans (première lecture).,scrutin public ordinaire,2023-03-06,RUANR5L16S2023IDS26858,rejeté,False,True,False,CRSANR5L16S2023O1N167,https://www2.assemblee-nationale.fr/scrutins/detail/(legislature)/16/(num)/1123,https://www.assemblee-nationale.fr/dyn/16/comptes-rendus/seance/CRSANR5L16S2023O1N167
