acteurRef,mandatRef,parDelegation,position,organe,date,scrutin,groupe_majorite,nom,prenom,civ,libelleAbrev
PA720630,PM797094,False,pour,PO800508,2023-03-06,VTANR5L16V1125,pour,Minot,Maxime,M.,LR
PA794038,PM796668,False,pour,PO800508,2023-03-06,VTANR5L16V1125,pour,Neuder,Yannick,M.,LR
PA721486,PM797517,False,pour,PO800532,2023-03-06,VTANR5L16V1125,pour,Naegelen,Christophe,M.,LIOT
PA719608,PM796593,False,pour,PO793087,2023-04-06,VTANR5L16V1363,pour,Ménard,Emmanuelle,Mme,NI
PA719608,PM796593,False,pour,PO793087,2022-10-13,VTANR5L16V291,pour,Ménard,Emmanuelle,Mme,NI
PA721816,PM797571,False,pour,PO800508,2023-05-17,VTANR5L16V1567,contre,Boucard,Ian,M.,LR
PA719272,PM796347,False,pour,PO800508,2023-05-17,VTANR5L16V1567,contre,Meunier,Frédérique,Mme,LR
PA719318,PM796470,False,pour,PO800508,2023-05-17,VTANR5L16V1567,contre,Anthoine,Emmanuelle,Mme,LR
PA793476,PM796344,False,pour,PO800508,2023-05-17,VTANR5L16V1567,contre,Dubois,Francis,M.,LR
PA720586,PM797088,False,pour,PO800508,2023-01-31,VTANR5L16V901,pour,Vatin,Pierre,M.,LR
PA267324,PM797538,False,pour,PO800508,2023-01-31,VTANR5L16V901,pour,Gaultier,Jean-Jacques,M.,LR
PA719318,PM796470,False,pour,PO800508,2023-01-31,VTANR5L16V901,pour,Anthoine,Emmanuelle,Mme,LR
PA794994,PM797232,False,pour,PO800508,2023-01-31,VTANR5L16V901,pour,Portier,Alexandre,M.,LR
PA721046,PM797769,False,pour,PO800532,2023-01-31,VTANR5L16V901,pour,Bassire,Nathalie,Mme,LIOT
PA719608,PM796593,False,pour,PO793087,2022-10-17,VTANR5L16V331,pour,Ménard,Emmanuelle,Mme,NI
PA330240,PM796155,False,pour,PO800508,2022-11-14,VTANR5L16V563,pour,Ciotti,Éric,M.,LR
PA267429,PM796722,False,pour,PO800508,2022-11-14,VTANR5L16V563,pour,Cinieri,Dino,M.,LR
PA718838,PM796197,False,pour,PO800508,2022-11-14,VTANR5L16V563,pour,Brun,Fabrice,M.,LR
PA608016,PM797100,False,pour,PO800508,2022-11-14,VTANR5L16V563,pour,Louwagie,Véronique,Mme,LR
PA721816,PM797571,False,pour,PO800508,2022-11-14,VTANR5L16V563,pour,Boucard,Ian,M.,LR
PA718784,PM796266,False,pour,PO800508,2022-11-14,VTANR5L16V563,pour,Pauget,Éric,M.,LR
PA720630,PM797094,False,pour,PO800508,2022-11-14,VTANR5L16V563,pour,Minot,Maxime,M.,LR
PA719608,PM796593,False,pour,PO793087,2022-11-14,VTANR5L16V563,pour,Ménard,Emmanuelle,Mme,NI
PA718850,PM796203,False,pour,PO800508,2022-07-23,VTANR5L16V107,contre,Cordier,Pierre,M.,LR
PA643134,PM796758,False,pour,PO800508,2022-07-23,VTANR5L16V107,contre,Valentin,Isabelle,Mme,LR
PA722308,PM797229,False,pour,PO800508,2022-07-23,VTANR5L16V107,contre,Serre,Nathalie,Mme,LR
PA605069,PM796179,False,pour,PO793087,2022-07-23,VTANR5L16V107,contre,Bricout,Jean-Louis,M.,NI
PA719608,PM796593,False,pour,PO793087,2022-07-23,VTANR5L16V107,contre,Ménard,Emmanuelle,Mme,NI
PA346054,PM797679,False,pour,PO800508,2022-12-07,VTANR5L16V693,pour,Maquet,Emmanuel,M.,LR
PA722390,PM797214,False,pour,PO800508,2022-12-07,VTANR5L16V693,pour,Corneloup,Josiane,Mme,LR
PA793476,PM796344,False,pour,PO800508,2022-12-07,VTANR5L16V693,pour,Dubois,Francis,M.,LR
PA330909,PM796314,False,pour,PO800508,2022-12-07,VTANR5L16V693,pour,Descoeur,Vincent,M.,LR
PA719608,PM796593,False,pour,PO793087,2022-12-07,VTANR5L16V693,pour,Ménard,Emmanuelle,Mme,NI
PA1874,PM796383,False,pour,PO800508,2022-12-13,VTANR5L16V770,pour,Le Fur,Marc,M.,LR
PA720644,PM797103,False,pour,PO800508,2022-12-13,VTANR5L16V770,pour,Nury,Jérôme,M.,LR
PA267429,PM796722,False,pour,PO800508,2022-12-13,VTANR5L16V770,pour,Cinieri,Dino,M.,LR
PA718784,PM796266,False,pour,PO800508,2022-12-13,VTANR5L16V770,pour,Pauget,Éric,M.,LR
PA720630,PM797094,False,pour,PO800508,2022-12-13,VTANR5L16V770,pour,Minot,Maxime,M.,LR
PA793094,PM796140,False,pour,PO800508,2022-12-13,VTANR5L16V770,pour,Ray,Nicolas,M.,LR
PA794178,PM796755,False,pour,PO800508,2022-12-13,VTANR5L16V770,pour,Taite,Jean-Pierre,M.,LR
PA794994,PM797232,False,pour,PO800508,2022-12-13,VTANR5L16V770,pour,Portier,Alexandre,M.,LR
PA266793,PM796317,False,pour,PO800508,2022-12-13,VTANR5L16V770,pour,Bony,Jean-Yves,M.,LR
PA722308,PM797229,False,pour,PO800508,2022-12-13,VTANR5L16V770,pour,Serre,Nathalie,Mme,LR
PA342240,PM796707,False,pour,PO800508,2022-12-13,VTANR5L16V770,pour,Bourgeaux,Jean-Luc,M.,LR
PA721442,PM797253,False,pour,PO800508,2022-12-13,VTANR5L16V770,pour,Petex-Levet,Christelle,Mme,LR
PA267766,PM796980,False,pour,PO800532,2022-12-13,VTANR5L16V770,pour,Bricout,Guy,M.,LIOT
PA309643,PM797403,False,pour,PO793087,2022-12-13,VTANR5L16V770,pour,Besse,Véronique,Mme,NI
PA719608,PM796593,False,pour,PO793087,2022-12-13,VTANR5L16V770,pour,Ménard,Emmanuelle,Mme,NI
PA721150,PM797427,False,pour,PO800538,2022-10-28,VTANR5L16V449,contre,Holroyd,Alexandre,M.,RE
PA720992,PM797697,False,pour,PO800502,2022-10-28,VTANR5L16V449,pour,William,Jiovanny,M.,GDR-NUPES
PA795820,PM797700,False,pour,PO800502,2022-10-28,VTANR5L16V449,pour,Nadeau,Marcellin,M.,GDR-NUPES
PA795868,PM797727,False,pour,PO800502,2022-10-28,VTANR5L16V449,pour,Castor,Jean-Victor,M.,GDR-NUPES
PA267901,PM797841,False,pour,PO800508,2022-10-28,VTANR5L16V472,pour,Kamardine,Mansour,M.,LR
PA721118,PM797376,False,pour,PO800502,2022-10-28,VTANR5L16V472,pour,Brotherson,Moetai,M.,GDR-NUPES
PA795192,PM797349,False,pour,PO800502,2022-10-28,VTANR5L16V472,pour,Chailloux,Steve,M.,GDR-NUPES
PA795184,PM797346,False,pour,PO800502,2022-10-28,VTANR5L16V472,pour,Le Gayic,Tematai,M.,GDR-NUPES
PA795998,PM797796,False,pour,PO800502,2022-10-28,VTANR5L16V472,pour,K/Bidi,Emeline,Mme,GDR-NUPES
PA796010,PM797802,False,pour,PO800502,2022-10-28,VTANR5L16V472,pour,Maillot,Frédéric,M.,GDR-NUPES
PA795244,PM797379,False,pour,PO800532,2022-10-28,VTANR5L16V472,pour,Lenormand,Stéphane,M.,LIOT
PA796078,PM797838,False,pour,PO800532,2022-10-28,VTANR5L16V472,pour,Youssouffa,Estelle,Mme,LIOT
PA720684,PM797082,False,pour,PO800508,2023-03-27,VTANR5L16V1301,pour,Dumont,Pierre-Henri,M.,LR
PA719318,PM796470,False,pour,PO800508,2023-03-27,VTANR5L16V1301,pour,Anthoine,Emmanuelle,Mme,LR
PA720630,PM797094,False,pour,PO800508,2023-03-27,VTANR5L16V1301,pour,Minot,Maxime,M.,LR
PA719608,PM796593,False,pour,PO793087,2023-04-06,VTANR5L16V1364,pour,Ménard,Emmanuelle,Mme,NI
PA330240,PM796155,False,pour,PO800508,2022-07-12,VTANR5L16V10,contre,Ciotti,Éric,M.,LR
PA720644,PM797103,False,pour,PO800508,2022-07-12,VTANR5L16V10,contre,Nury,Jérôme,M.,LR
PA608826,PM797256,False,pour,PO800508,2022-07-12,VTANR5L16V10,contre,Duby-Muller,Virginie,Mme,LR
PA718884,PM796218,False,pour,PO800508,2022-07-12,VTANR5L16V10,contre,Bazin-Malgras,Valérie,Mme,LR
PA720386,PM796908,False,pour,PO800508,2022-07-12,VTANR5L16V10,contre,Di Filippo,Fabien,M.,LR
PA642847,PM796872,False,pour,PO800508,2022-07-12,VTANR5L16V10,contre,Bazin,Thibault,M.,LR
PA793094,PM796140,False,pour,PO800508,2022-07-12,VTANR5L16V10,contre,Ray,Nicolas,M.,LR
PA793322,PM796260,False,pour,PO800508,2022-07-12,VTANR5L16V10,contre,D'Intorni,Christelle,Mme,LR
PA794038,PM796668,False,pour,PO800508,2022-07-12,VTANR5L16V10,contre,Neuder,Yannick,M.,LR
PA794058,PM796686,False,pour,PO800508,2022-07-12,VTANR5L16V10,contre,Gruet,Justine,Mme,LR
PA794410,PM796911,False,pour,PO800508,2022-07-12,VTANR5L16V10,contre,Seitlinger,Vincent,M.,LR
PA721442,PM797253,False,pour,PO800508,2022-07-12,VTANR5L16V10,contre,Petex-Levet,Christelle,Mme,LR
PA1008,PM796623,False,pour,PO800496,2022-07-12,VTANR5L16V10,contre,David,Alain,M.,SOC
PA1206,PM797637,False,pour,PO793087,2022-07-12,VTANR5L16V10,pour,Dupont-Aignan,Nicolas,M.,NI
PA1206,PM797637,False,pour,PO793087,2022-10-31,VTANR5L16V485,pour,Dupont-Aignan,Nicolas,M.,NI
PA721816,PM797571,False,pour,PO800508,2022-10-27,VTANR5L16V402,pour,Boucard,Ian,M.,LR
PA719608,PM796593,False,pour,PO793087,2022-10-27,VTANR5L16V402,pour,Ménard,Emmanuelle,Mme,NI
PA719608,PM796593,False,pour,PO793087,2022-10-05,VTANR5L16V212,pour,Ménard,Emmanuelle,Mme,NI
PA721816,PM797571,False,pour,PO800508,2022-10-13,VTANR5L16V293,pour,Boucard,Ian,M.,LR
PA346782,PM797691,False,pour,PO800508,2022-10-13,VTANR5L16V293,pour,Juvin,Philippe,M.,LR
PA719608,PM796593,False,pour,PO793087,2022-10-13,VTANR5L16V293,pour,Ménard,Emmanuelle,Mme,NI
PA267429,PM796722,False,pour,PO800508,2023-05-15,VTANR5L16V1522,abstention,Cinieri,Dino,M.,LR
PA330008,PM796158,False,pour,PO800508,2023-05-15,VTANR5L16V1522,abstention,Breton,Xavier,M.,LR
PA793476,PM796344,False,pour,PO800508,2023-05-15,VTANR5L16V1522,abstention,Dubois,Francis,M.,LR
PA719608,PM796593,False,pour,PO793087,2023-05-15,VTANR5L16V1522,pour,Ménard,Emmanuelle,Mme,NI
PA1206,PM797637,False,pour,PO793087,2023-02-17,VTANR5L16V1097,pour,Dupont-Aignan,Nicolas,M.,NI
PA330008,PM796158,False,pour,PO800508,2022-12-07,VTANR5L16V673,contre,Breton,Xavier,M.,LR
PA1206,PM797637,False,pour,PO793087,2022-12-07,VTANR5L16V673,pour,Dupont-Aignan,Nicolas,M.,NI
PA719608,PM796593,False,pour,PO793087,2022-12-07,VTANR5L16V673,pour,Ménard,Emmanuelle,Mme,NI
PA719118,PM796416,False,pour,PO800538,2023-03-23,VTANR5L16V1270,pour,Cormier-Bouligeon,François,M.,RE
PA267336,PM796152,True,pour,PO800538,2023-03-23,VTANR5L16V1270,pour,Giraud,Joël,M.,RE
PA721852,PM797565,False,pour,PO800538,2023-03-23,VTANR5L16V1270,pour,Lebec,Marie,Mme,RE
PA718710,PM796149,False,pour,PO800538,2023-03-23,VTANR5L16V1270,pour,Boyer,Pascale,Mme,RE
PA677483,PM796233,False,pour,PO800538,2023-03-23,VTANR5L16V1270,pour,Mazars,Stéphane,M.,RE
PA719032,PM796308,False,pour,PO800538,2023-03-23,VTANR5L16V1270,pour,Bouyx,Bertrand,M.,RE
PA719600,PM796629,False,pour,PO800538,2023-03-23,VTANR5L16V1270,pour,Poulliat,Éric,M.,RE
PA720190,PM796815,False,pour,PO800538,2023-03-23,VTANR5L16V1270,pour,Sorre,Bertrand,M.,RE
PA720362,PM796899,False,pour,PO800538,2023-03-23,VTANR5L16V1270,pour,Belhaddad,Belkhir,M.,RE
PA720446,PM797031,False,pour,PO800538,2023-03-23,VTANR5L16V1270,pour,Liso,Brigitte,Mme,RE
PA720932,PM797586,False,pour,PO800538,2023-03-23,VTANR5L16V1270,pour,Da Silva,Dominique,M.,RE
PA721466,PM797268,False,pour,PO800538,2023-03-23,VTANR5L16V1270,pour,Le Gendre,Gilles,M.,RE
PA721584,PM797712,False,pour,PO800538,2023-03-23,VTANR5L16V1270,pour,Terlier,Jean,M.,RE
PA722150,PM797445,False,pour,PO800538,2023-03-23,VTANR5L16V1270,pour,Houlié,Sacha,M.,RE
PA722292,PM797241,False,pour,PO800538,2023-03-23,VTANR5L16V1270,pour,Rudigoz,Thomas,M.,RE
PA793270,PM796239,False,pour,PO800538,2023-03-23,VTANR5L16V1270,pour,Rousset,Jean-François,M.,RE
PA793588,PM796422,True,pour,PO800538,2023-03-23,VTANR5L16V1270,pour,Pacquot,Nicolas,M.,RE
PA795050,PM797274,False,pour,PO800538,2023-03-23,VTANR5L16V1270,pour,Panosyan-Bouvet,Astrid,Mme,RE
PA795508,PM797526,True,pour,PO800538,2023-03-23,VTANR5L16V1270,pour,Chandler,Émilie,Mme,RE
PA795664,PM797613,True,pour,PO800538,2023-03-23,VTANR5L16V1270,pour,Midy,Paul,M.,RE
PA795926,PM797757,False,pour,PO800538,2023-03-23,VTANR5L16V1270,pour,Pellerin,Emmanuel,M.,RE
PA642695,PM796389,False,pour,PO800538,2023-03-23,VTANR5L16V1270,pour,Bothorel,Éric,M.,RE
PA793416,PM802635,False,pour,PO800538,2023-03-23,VTANR5L16V1270,pour,Sertin,Freddy,M.,RE
PA794004,PM802643,True,pour,PO800538,2023-03-23,VTANR5L16V1270,pour,Hugues,Servane,Mme,RE
PA720630,PM797094,False,pour,PO800508,2023-03-23,VTANR5L16V1270,pour,Minot,Maxime,M.,LR
PA330909,PM796314,False,pour,PO800508,2023-03-23,VTANR5L16V1270,pour,Descoeur,Vincent,M.,LR
PA719558,PM796554,False,pour,PO800484,2023-03-23,VTANR5L16V1270,pour,Balanant,Erwan,M.,DEM
PA721984,PM797367,False,pour,PO800484,2023-03-23,VTANR5L16V1270,pour,Latombe,Philippe,M.,DEM
PA793716,PM796491,False,pour,PO800484,2023-03-23,VTANR5L16V1270,pour,Croizier,Laurent,M.,DEM
PA795120,PM797310,False,pour,PO800484,2023-03-23,VTANR5L16V1270,pour,Ferrari,Marina,Mme,DEM
PA795258,PM797385,False,pour,PO800484,2023-03-23,VTANR5L16V1270,pour,Gumbs,Frantz,M.,DEM
PA607619,PM796890,False,pour,PO800532,2023-03-23,VTANR5L16V1270,pour,Molac,Paul,M.,LIOT
PA795244,PM797379,False,pour,PO800532,2023-03-23,VTANR5L16V1270,pour,Lenormand,Stéphane,M.,LIOT
PA719608,PM796593,False,pour,PO793087,2023-03-23,VTANR5L16V1270,pour,Ménard,Emmanuelle,Mme,NI
PA721816,PM797571,False,pour,PO800508,2022-11-18,VTANR5L16V612,pour,Boucard,Ian,M.,LR
PA795604,PM797583,False,pour,PO800484,2022-11-18,VTANR5L16V612,contre,Folest,Estelle,Mme,DEM
PA721234,PM797451,False,pour,PO800484,2022-11-18,VTANR5L16V612,contre,Petit,Maud,Mme,DEM
PA719608,PM796593,False,pour,PO793087,2023-03-22,VTANR5L16V1261,pour,Ménard,Emmanuelle,Mme,NI
PA267429,PM796722,False,pour,PO800508,2022-11-29,VTANR5L16V647,pour,Cinieri,Dino,M.,LR
PA718784,PM796266,False,pour,PO800508,2022-11-29,VTANR5L16V647,pour,Pauget,Éric,M.,LR
PA719318,PM796470,False,pour,PO800508,2022-11-29,VTANR5L16V647,pour,Anthoine,Emmanuelle,Mme,LR
PA720630,PM797094,False,pour,PO800508,2022-11-29,VTANR5L16V647,pour,Minot,Maxime,M.,LR
PA794410,PM796911,False,pour,PO800508,2022-11-29,VTANR5L16V647,pour,Seitlinger,Vincent,M.,LR
PA774954,PM796797,False,pour,PO800508,2022-11-29,VTANR5L16V647,pour,Blin,Anne-Laure,Mme,LR
PA793780,PM796527,False,pour,PO800526,2022-11-29,VTANR5L16V647,contre,Arrighi,Christine,Mme,ECOLO
PA719608,PM796593,False,pour,PO793087,2022-11-29,VTANR5L16V647,pour,Ménard,Emmanuelle,Mme,NI
PA330008,PM796158,False,pour,PO800508,2023-05-16,VTANR5L16V1536,pour,Breton,Xavier,M.,LR
PA607090,PM796761,False,pour,PO800508,2023-05-16,VTANR5L16V1536,pour,Vigier,Jean-Pierre,M.,LR
PA794994,PM797232,False,pour,PO800508,2023-05-16,VTANR5L16V1536,pour,Portier,Alexandre,M.,LR
PA722308,PM797229,False,pour,PO800508,2023-05-16,VTANR5L16V1536,pour,Serre,Nathalie,Mme,LR
PA342240,PM796707,False,pour,PO800508,2023-05-16,VTANR5L16V1536,pour,Bourgeaux,Jean-Luc,M.,LR
PA266793,PM796317,False,pour,PO800508,2022-12-12,VTANR5L16V752,abstention,Bony,Jean-Yves,M.,LR
PA719608,PM796593,False,pour,PO793087,2022-12-12,VTANR5L16V752,pour,Ménard,Emmanuelle,Mme,NI
PA267429,PM796722,False,pour,PO800508,2023-03-21,VTANR5L16V1246,pour,Cinieri,Dino,M.,LR
PA793508,PM796371,False,pour,PO800508,2023-03-21,VTANR5L16V1246,pour,Brigand,Hubert,M.,LR
PA794038,PM796668,False,pour,PO800508,2023-03-21,VTANR5L16V1246,pour,Neuder,Yannick,M.,LR
PA342240,PM796707,False,pour,PO800508,2023-03-21,VTANR5L16V1246,pour,Bourgeaux,Jean-Luc,M.,LR
PA719608,PM796593,False,pour,PO793087,2023-03-21,VTANR5L16V1246,pour,Ménard,Emmanuelle,Mme,NI
PA793572,PM796413,False,pour,PO800514,2023-03-14,VTANR5L16V1184,contre,Plassard,Christophe,M.,HOR
PA795026,PM797259,False,pour,PO800514,2023-03-14,VTANR5L16V1184,contre,Violland,Anne-Cécile,Mme,HOR
PA795604,PM797583,False,pour,PO800484,2023-03-08,VTANR5L16V1143,contre,Folest,Estelle,Mme,DEM
PA793716,PM796491,False,pour,PO800484,2023-03-08,VTANR5L16V1143,contre,Croizier,Laurent,M.,DEM
PA795374,PM797448,False,pour,PO800484,2023-03-08,VTANR5L16V1143,contre,Lecamp,Pascal,M.,DEM
PA794194,PM802639,False,pour,PO800484,2023-03-08,VTANR5L16V1143,contre,Desjonquères,Mathilde,Mme,DEM
PA795270,PM797394,True,pour,PO800514,2023-03-08,VTANR5L16V1143,pour,Poussier-Winsback,Marie-Agnès,Mme,HOR
PA794838,PM797148,False,pour,PO800514,2023-03-08,VTANR5L16V1143,pour,Lemaire,Didier,M.,HOR
PA793476,PM796344,False,pour,PO800508,2022-10-05,VTANR5L16V213,contre,Dubois,Francis,M.,LR
PA795244,PM797379,False,pour,PO800532,2022-10-05,VTANR5L16V213,pour,Lenormand,Stéphane,M.,LIOT
PA793508,PM796371,False,pour,PO800508,2023-03-28,VTANR5L16V1310,contre,Brigand,Hubert,M.,LR
PA720952,PM797619,False,pour,PO800526,2023-03-28,VTANR5L16V1310,pour,Taché,Aurélien,M.,ECOLO
PA719608,PM796593,False,pour,PO793087,2023-03-28,VTANR5L16V1310,pour,Ménard,Emmanuelle,Mme,NI
PA720586,PM797088,False,pour,PO800508,2023-04-06,VTANR5L16V1392,pour,Vatin,Pierre,M.,LR
PA608016,PM797100,True,pour,PO800508,2023-04-06,VTANR5L16V1392,pour,Louwagie,Véronique,Mme,LR
PA718884,PM796218,False,pour,PO800508,2023-04-06,VTANR5L16V1392,pour,Bazin-Malgras,Valérie,Mme,LR
PA719608,PM796593,False,pour,PO793087,2023-04-06,VTANR5L16V1392,pour,Ménard,Emmanuelle,Mme,NI
PA796078,PM797838,False,pour,PO800532,2022-10-27,VTANR5L16V420,pour,Youssouffa,Estelle,Mme,LIOT
PA719608,PM796593,False,pour,PO793087,2022-10-27,VTANR5L16V420,pour,Ménard,Emmanuelle,Mme,NI
PA719608,PM796593,False,pour,PO793087,2022-10-27,VTANR5L16V403,pour,Ménard,Emmanuelle,Mme,NI
PA267429,PM796722,False,pour,PO800508,2023-03-21,VTANR5L16V1250,pour,Cinieri,Dino,M.,LR
PA719318,PM796470,False,pour,PO800508,2023-03-21,VTANR5L16V1250,pour,Anthoine,Emmanuelle,Mme,LR
PA720630,PM797094,False,pour,PO800508,2023-03-21,VTANR5L16V1250,pour,Minot,Maxime,M.,LR
PA793508,PM796371,False,pour,PO800508,2023-03-21,VTANR5L16V1250,pour,Brigand,Hubert,M.,LR
PA794038,PM796668,False,pour,PO800508,2023-03-21,VTANR5L16V1250,pour,Neuder,Yannick,M.,LR
PA794994,PM797232,False,pour,PO800508,2023-03-21,VTANR5L16V1250,pour,Portier,Alexandre,M.,LR
PA722308,PM797229,False,pour,PO800508,2023-03-21,VTANR5L16V1250,pour,Serre,Nathalie,Mme,LR
PA342240,PM796707,False,pour,PO800508,2023-03-21,VTANR5L16V1250,pour,Bourgeaux,Jean-Luc,M.,LR
PA335054,PM797298,False,pour,PO800496,2023-03-21,VTANR5L16V1250,pour,Karamanli,Marietta,Mme,SOC
PA608172,PM797064,True,pour,PO800496,2023-03-21,VTANR5L16V1250,pour,Pires Beaune,Christine,Mme,SOC
PA795762,PM797670,False,pour,PO800496,2023-03-21,VTANR5L16V1250,pour,Califer,Elie,M.,SOC
PA342196,PM796695,False,pour,PO800496,2023-03-21,VTANR5L16V1250,pour,Rouaux,Claudia,Mme,SOC
PA774958,PM797355,False,pour,PO800496,2023-03-21,VTANR5L16V1250,pour,Leseul,Gérard,M.,SOC
PA607619,PM796890,False,pour,PO800532,2023-03-21,VTANR5L16V1250,pour,Molac,Paul,M.,LIOT
PA795244,PM797379,False,pour,PO800532,2023-03-21,VTANR5L16V1250,pour,Lenormand,Stéphane,M.,LIOT
PA719608,PM796593,False,pour,PO793087,2023-03-21,VTANR5L16V1250,pour,Ménard,Emmanuelle,Mme,NI
PA719608,PM796593,False,pour,PO793087,2023-03-23,VTANR5L16V1273,pour,Ménard,Emmanuelle,Mme,NI
PA695100,PM797739,False,pour,PO800508,2022-10-12,VTANR5L16V266,contre,Habib,Meyer,M.,LR
PA795998,PM797796,False,pour,PO800502,2022-10-12,VTANR5L16V266,contre,K/Bidi,Emeline,Mme,GDR-NUPES
PA719608,PM796593,False,pour,PO793087,2022-10-12,VTANR5L16V266,pour,Ménard,Emmanuelle,Mme,NI
PA721410,PM797316,False,pour,PO800508,2022-12-14,VTANR5L16V785,pour,Bonnivard,Émilie,Mme,LR
PA608016,PM797100,False,pour,PO800508,2022-12-14,VTANR5L16V785,pour,Louwagie,Véronique,Mme,LR
PA330909,PM796314,False,pour,PO800508,2022-12-14,VTANR5L16V785,pour,Descoeur,Vincent,M.,LR
PA712015,PM796176,False,pour,PO800508,2022-12-14,VTANR5L16V785,pour,Dive,Julien,M.,LR
PA607553,PM796875,False,pour,PO800496,2022-12-14,VTANR5L16V785,pour,Potier,Dominique,M.,SOC
PA793394,PM796299,False,pour,PO800496,2022-12-14,VTANR5L16V785,pour,Delaporte,Arthur,M.,SOC
PA793816,PM796548,True,pour,PO800496,2022-12-14,VTANR5L16V785,pour,Thomin,Mélanie,Mme,SOC
PA794094,PM796710,False,pour,PO800496,2022-12-14,VTANR5L16V785,pour,Bouloux,Mickaël,M.,SOC
PA794854,PM797163,False,pour,PO800496,2022-12-14,VTANR5L16V785,pour,Echaniz,Inaki,M.,SOC
PA795430,PM797481,False,pour,PO800496,2022-12-14,VTANR5L16V785,pour,Delautrette,Stéphane,M.,SOC
PA793708,PM796488,True,pour,PO800526,2022-12-14,VTANR5L16V785,pour,Peytavie,Sébastien,M.,ECOLO
PA793980,PM796635,False,pour,PO800526,2022-12-14,VTANR5L16V785,pour,Fournier,Charles,M.,ECOLO
PA721046,PM797769,False,pour,PO800532,2022-12-14,VTANR5L16V785,pour,Bassire,Nathalie,Mme,LIOT
PA267429,PM796722,False,pour,PO800508,2023-02-15,VTANR5L16V985,abstention,Cinieri,Dino,M.,LR
PA793508,PM796371,False,pour,PO800508,2023-02-15,VTANR5L16V985,abstention,Brigand,Hubert,M.,LR
PA607619,PM796890,False,pour,PO800532,2023-02-15,VTANR5L16V985,contre,Molac,Paul,M.,LIOT
PA719608,PM796593,False,pour,PO793087,2023-02-15,VTANR5L16V985,pour,Ménard,Emmanuelle,Mme,NI
PA346782,PM797691,False,pour,PO800508,2022-10-14,VTANR5L16V321,pour,Juvin,Philippe,M.,LR
PA719608,PM796593,False,pour,PO793087,2022-10-14,VTANR5L16V321,pour,Ménard,Emmanuelle,Mme,NI
PA718838,PM796197,False,pour,PO800508,2022-12-12,VTANR5L16V755,pour,Brun,Fabrice,M.,LR
PA721442,PM797253,False,pour,PO800508,2022-12-12,VTANR5L16V755,pour,Petex-Levet,Christelle,Mme,LR
PA722202,PM797358,False,pour,PO800502,2022-12-12,VTANR5L16V755,pour,Jumel,Sébastien,M.,GDR-NUPES
PA721046,PM797769,False,pour,PO800532,2022-12-12,VTANR5L16V755,pour,Bassire,Nathalie,Mme,LIOT
PA719608,PM796593,False,pour,PO793087,2022-12-12,VTANR5L16V755,pour,Ménard,Emmanuelle,Mme,NI
PA267429,PM796722,False,pour,PO800508,2023-03-06,VTANR5L16V1123,contre,Cinieri,Dino,M.,LR
PA795270,PM797394,True,pour,PO800514,2023-03-06,VTANR5L16V1123,pour,Poussier-Winsback,Marie-Agnès,Mme,HOR
PA795026,PM797259,False,pour,PO800514,2023-03-06,VTANR5L16V1123,pour,Violland,Anne-Cécile,Mme,HOR
PA795266,PM803280,False,pour,PO800514,2023-03-06,VTANR5L16V1123,pour,Carel,Agnès,Mme,HOR
PA719608,PM796593,False,pour,PO793087,2023-04-13,VTANR5L16V1430,pour,Ménard,Emmanuelle,Mme,NI
PA721816,PM797571,False,pour,PO800508,2023-05-31,VTANR5L16V1719,pour,Boucard,Ian,M.,LR
PA720630,PM797094,False,pour,PO800508,2023-05-31,VTANR5L16V1719,pour,Minot,Maxime,M.,LR
PA330909,PM796314,False,pour,PO800508,2023-05-31,VTANR5L16V1719,pour,Descoeur,Vincent,M.,LR
PA266793,PM796317,False,pour,PO800508,2023-05-31,VTANR5L16V1719,pour,Bony,Jean-Yves,M.,LR
PA719608,PM796593,False,pour,PO793087,2023-05-31,VTANR5L16V1719,pour,Ménard,Emmanuelle,Mme,NI
PA720362,PM796899,False,pour,PO800538,2022-11-08,VTANR5L16V537,contre,Belhaddad,Belkhir,M.,RE
PA267324,PM797538,False,pour,PO800508,2022-11-08,VTANR5L16V537,pour,Gaultier,Jean-Jacques,M.,LR
PA718850,PM796203,False,pour,PO800508,2022-11-08,VTANR5L16V537,pour,Cordier,Pierre,M.,LR
PA266797,PM796812,False,pour,PO800508,2022-11-08,VTANR5L16V537,pour,Gosselin,Philippe,M.,LR
PA718884,PM796218,False,pour,PO800508,2022-11-08,VTANR5L16V537,pour,Bazin-Malgras,Valérie,Mme,LR
PA719318,PM796470,False,pour,PO800508,2022-11-08,VTANR5L16V537,pour,Anthoine,Emmanuelle,Mme,LR
PA720630,PM797094,False,pour,PO800508,2022-11-08,VTANR5L16V537,pour,Minot,Maxime,M.,LR
PA793476,PM796344,False,pour,PO800508,2022-11-08,VTANR5L16V537,pour,Dubois,Francis,M.,LR
PA342240,PM796707,False,pour,PO800508,2022-11-08,VTANR5L16V537,pour,Bourgeaux,Jean-Luc,M.,LR
PA607619,PM796890,False,pour,PO800532,2022-11-08,VTANR5L16V537,pour,Molac,Paul,M.,LIOT
PA719286,PM796353,False,pour,PO800532,2022-11-08,VTANR5L16V537,pour,Colombani,Paul-André,M.,LIOT
PA267766,PM796980,False,pour,PO800532,2022-11-08,VTANR5L16V537,pour,Bricout,Guy,M.,LIOT
