acteurRef,axe 1,axe 2,organe,nom,prenom,civ,libelleAbrev,couleurAssociee
PA795318,-15.8275157839692,-6.726375489872487,PO800490,Boyard,Louis,M.,LFI-NUPES,#E42313
PA795326,10.676919243149747,-2.402987799613278,PO800538,Weissberg,Christopher,M.,RE,#61468F
PA795330,5.500378364365061,-4.140557508821503,PO800538,Caroit,Eléonore,Mme,RE,#61468F
PA795350,12.314360143445711,-1.3315306236239772,PO800514,Valletoux,Frédéric,M.,HOR,#32B3CA
PA795362,-15.940412550075449,-9.282015646777335,PO800526,Belluco,Lisa,Mme,ECOLO,#77AA79
PA795374,16.88899501429926,-1.7403979601591995,PO800484,Lecamp,Pascal,M.,DEM,#CE5215
PA795386,22.188988147613795,-3.3269864959134408,PO800538,Lefèvre,Mathieu,M.,RE,#61468F
PA795406,2.3007800287344384,3.2750337378539047,PO800508,Périgault,Isabelle,Mme,LR,#4565AD
PA795410,-13.6216139077303,18.590770396344134,PO800520,Roullaud,Béatrice,Mme,RN,#35495E
PA795422,-18.711274066797497,-6.7999403415914506,PO800490,Maudet,Damien,M.,LFI-NUPES,#E42313
PA795430,-12.56286662566474,-6.065216773256128,PO800496,Delautrette,Stéphane,M.,SOC,#DF84B5
PA795438,-17.4791584418488,-7.1413051844983135,PO800490,Keke,Rachel,Mme,LFI-NUPES,#E42313
PA795454,-11.929535062431748,-5.583888456491938,PO800526,Ben Cheikh,Karim,M.,ECOLO,#77AA79
PA795466,-19.82674522921459,-9.678923581788242,PO800490,Soudais,Ersilia,Mme,LFI-NUPES,#E42313
PA795482,-22.10905085333817,-10.75780153144957,PO800490,Meunier,Manon,Mme,LFI-NUPES,#E42313
PA795508,20.66844092778298,-4.907614388527212,PO800538,Chandler,Émilie,Mme,RE,#61468F
PA795516,-22.45632274112269,-10.720486861689556,PO800490,Laisney,Maxime,M.,LFI-NUPES,#E42313
PA795528,14.699696387567846,-1.424312724882375,PO800538,Rodwell,Charles,M.,RE,#61468F
PA795540,-11.009102293101607,14.771650223128349,PO800520,Grenon,Daniel,M.,RN,#35495E
PA795552,-9.020810138317502,8.721968161428059,PO800520,Odoul,Julien,M.,RN,#35495E
PA795580,-19.547115862610845,-8.864631201803718,PO800490,Chauche,Florian,M.,LFI-NUPES,#E42313
PA795588,-21.331043468673137,-10.401629592319164,PO800490,Amrani,Farida,Mme,LFI-NUPES,#E42313
PA795596,-18.715005848317304,-8.943843453936353,PO800490,Vannier,Paul,M.,LFI-NUPES,#E42313
PA795604,6.375759026728457,-1.9299810018420538,PO800484,Folest,Estelle,Mme,DEM,#CE5215
PA795616,-21.21624802349041,-9.688830920906511,PO800490,Bilongo,Carlos Martens,M.,LFI-NUPES,#E42313
PA795636,-17.56951268834178,-9.6965712634294,PO800526,Lucas,Benjamin,M.,ECOLO,#77AA79
PA795644,-10.454865618091803,11.353378443323377,PO800520,Da Conceicao Carvalho,Nathalie,Mme,RN,#35495E
PA795652,19.362866718664566,-1.3493164631198238,PO800538,Izard,Alexis,M.,RE,#61468F
PA795664,21.459863350266,-1.2001136740935576,PO800538,Midy,Paul,M.,RE,#61468F
PA795672,-14.851128552618864,-6.704141715638104,PO800490,Le Gall,Arnaud,M.,LFI-NUPES,#E42313
PA795692,-18.768658682539105,-9.338366471890593,PO800490,Martinet,William,M.,LFI-NUPES,#E42313
PA795722,11.013318296700602,0.5644485007695884,PO800538,Olive,Karl,M.,RE,#61468F
PA795730,11.577977760474429,0.7684826905240099,PO800538,Marchive,Bastien,M.,RE,#61468F
PA795746,-22.56162091591368,-11.551578699793454,PO800490,Léaument,Antoine,M.,LFI-NUPES,#E42313
PA795762,-12.263502849273133,-4.900042357680685,PO800496,Califer,Elie,M.,SOC,#DF84B5
PA795778,-11.982575705158997,14.62844650695406,PO800520,Tanguy,Jean-Philippe,M.,RN,#35495E
PA795786,-9.746224602029494,12.23637264284935,PO800520,Menache,Yaël,Mme,RN,#35495E
PA795794,-13.979891502243106,-7.613087133789298,PO800526,Pasquini,Francesca,Mme,ECOLO,#77AA79
PA795808,-16.387995264010534,-8.562674079114004,PO800526,Sebaihi,Sabrina,Mme,ECOLO,#77AA79
PA795820,-13.962751145873371,-4.738898740682606,PO800502,Nadeau,Marcellin,M.,GDR-NUPES,#991414
PA795828,-8.160125703313607,-4.083873581558094,PO800496,Hajjar,Johnny,M.,SOC,#DF84B5
PA795836,-10.836134795147373,15.454814682345456,PO800520,Cabrolier,Frédéric,M.,RN,#35495E
PA795844,-18.83157225804882,-8.085707954266482,PO800490,Erodi,Karen,Mme,LFI-NUPES,#E42313
PA795864,21.692413430497123,-3.665182833424475,PO800538,Cazeneuve,Pierre,M.,RE,#61468F
PA795868,-11.496758334779594,-4.192424011072498,PO800502,Castor,Jean-Victor,M.,GDR-NUPES,#991414
PA795876,-10.800624960178066,-3.987298967963663,PO800502,Rimane,Davy,M.,GDR-NUPES,#991414
PA795884,16.273882062333264,-2.109086538140544,PO800538,Ferracci,Marc,M.,RE,#61468F
PA795900,-12.271587386367083,21.058036018021607,PO800520,Hamelet,Marine,Mme,RN,#35495E
PA795908,13.970604205547897,0.5992876234516067,PO800538,Chenevard,Yannick,M.,RE,#61468F
PA795912,-10.796727449836599,10.66493947680151,PO800520,Lavalette,Laure,Mme,RN,#35495E
PA795920,18.54808006345639,-1.8537844951095657,PO800538,Thevenot,Prisca,Mme,RE,#61468F
PA795926,14.840573390814736,1.879365773111846,PO800538,Pellerin,Emmanuel,M.,RE,#61468F
PA795934,23.310965830925443,-4.704240170222615,PO800538,Guichard,Claire,Mme,RE,#61468F
PA795950,18.879311440897915,-2.7100748790230136,PO800538,Amiel,David,M.,RE,#61468F
PA795958,15.573177916502274,-2.0044338280858107,PO800538,Haddad,Benjamin,M.,RE,#61468F
PA795966,-10.631129045151422,11.836466523327829,PO800520,Rambaud,Stéphane,M.,RN,#35495E
PA795974,-12.675315987901431,18.818672869039265,PO800520,Lottiaux,Philippe,M.,RN,#35495E
PA795982,-20.017281363154318,-8.69856385593224,PO800490,Saintoul,Aurélien,M.,LFI-NUPES,#E42313
PA795990,12.173038891659687,-0.20112361510147192,PO800538,Bregeon,Maud,Mme,RE,#61468F
PA795998,-11.098755209511637,-2.8948058004744404,PO800502,K/Bidi,Emeline,Mme,GDR-NUPES,#991414
PA796010,-12.558046766178505,-4.661674858009758,PO800502,Maillot,Frédéric,M.,GDR-NUPES,#991414
PA796018,-20.583345521432104,-9.65702638550636,PO800490,Simonnet,Danielle,Mme,LFI-NUPES,#E42313
PA796026,-10.905042347129388,12.44968277030799,PO800520,Lechanteux,Julie,Mme,RN,#35495E
PA796034,-11.254908537347909,15.623202049151123,PO800520,Giletti,Frank,M.,RN,#35495E
PA796042,-12.220772552509128,17.773524741397146,PO800520,Boccaletti,Frédéric,M.,RN,#35495E
PA796050,-9.526229730559432,10.191259636226544,PO800520,Schreck,Philippe,M.,RN,#35495E
PA796062,-14.702375932870117,-6.375814528092512,PO800490,Portes,Thomas,M.,LFI-NUPES,#E42313
PA796070,-9.248963981357006,-3.624588857327334,PO800490,Gaillard,Perceval,M.,LFI-NUPES,#E42313
PA796078,-5.112847323882672,-0.8173432115383756,PO800532,Youssouffa,Estelle,Mme,LIOT,#F8D434
PA796090,-16.26049359571079,-7.987385934591582,PO800490,Caron,Aymeric,M.,LFI-NUPES,#E42313
PA796110,-7.773845585260149,7.7427266044233365,PO800520,Hébrard,Joris,M.,RN,#35495E
PA796114,-4.162384384694489,-0.9222800472472485,PO800520,Jaouen,Catherine,Mme,RN,#35495E
PA796118,-10.916354460687408,14.389919502142632,PO800520,Auzanot,Bénédicte,Mme,RN,#35495E
PA796132,-16.721108335994185,-7.018555597355692,PO800490,Garrido,Raquel,Mme,LFI-NUPES,#E42313
PA805166,9.002074711762267,-0.2603136350559173,PO800484,Bergantz,Anne,Mme,DEM,#CE5215
PA817203,5.749283622657985,1.5226919047600334,PO800538,Miller,Laure,Mme,RE,#61468F
PA817211,-13.226591379039176,-6.416880264306071,PO800490,Pilato,René,M.,LFI-NUPES,#E42313
PA822617,-4.384826521748872,-1.121859100218263,PO800532,Froger,Martine,Mme,LIOT,#F8D434
PA942,0.8312271623283178,2.5514361264132432,PO800532,de Courson,Charles,M.,LIOT,#F8D434
